ano,municipio,produto,variavel,valor
0,Cardoso - SP,Área colhida,2020,21687.0
0,Casa Branca - SP,Quantidade produzida,2020,
0,Casa Branca - SP,Valor da produção,2020,604555.0
0,Casa Branca - SP,Área colhida,2020,50120.0
0,Cássia dos Coqueiros - SP,Quantidade produzida,2020,
0,Cássia dos Coqueiros - SP,Valor da produção,2020,13712.0
0,Cássia dos Coqueiros - SP,Área colhida,2020,2479.0
0,Castilho - SP,Quantidade produzida,2020,
0,Castilho - SP,Valor da produção,2020,237455.0
0,Castilho - SP,Área colhida,2020,41315.0
0,Catanduva - SP,Quantidade produzida,2020,
0,Catanduva - SP,Valor da produção,2020,98940.0
0,Catanduva - SP,Área colhida,2020,15806.0
0,Catiguá - SP,Quantidade produzida,2020,
0,Catiguá - SP,Valor da produção,2020,54852.0
0,Catiguá - SP,Área colhida,2020,8722.0
0,Cedral - SP,Quantidade produzida,2020,
0,Cedral - SP,Valor da produção,2020,29642.0
0,Cedral - SP,Área colhida,2020,5631.0
0,Cerqueira César - SP,Quantidade produzida,2020,
0,Cerqueira César - SP,Valor da produção,2020,157113.0
0,Cerqueira César - SP,Área colhida,2020,24500.0
0,Cerquilho - SP,Quantidade produzida,2020,
0,Cerquilho - SP,Valor da produção,2020,40178.0
0,Cerquilho - SP,Área colhida,2020,6482.0
0,Cesário Lange - SP,Quantidade produzida,2020,
0,Cesário Lange - SP,Valor da produção,2020,94192.0
0,Cesário Lange - SP,Área colhida,2020,16824.0
0,Charqueada - SP,Quantidade produzida,2020,
0,Charqueada - SP,Valor da produção,2020,44450.0
0,Charqueada - SP,Área colhida,2020,9653.0
0,Clementina - SP,Quantidade produzida,2020,
0,Clementina - SP,Valor da produção,2020,35929.0
0,Clementina - SP,Área colhida,2020,6706.0
0,Colina - SP,Quantidade produzida,2020,
0,Colina - SP,Valor da produção,2020,173712.0
0,Colina - SP,Área colhida,2020,26820.0
0,Colômbia - SP,Quantidade produzida,2020,
0,Colômbia - SP,Valor da produção,2020,273008.0
0,Colômbia - SP,Área colhida,2020,42689.0
0,Conchal - SP,Quantidade produzida,2020,
0,Conchal - SP,Valor da produção,2020,54169.0
0,Conchal - SP,Área colhida,2020,8120.0
0,Conchas - SP,Quantidade produzida,2020,
0,Conchas - SP,Valor da produção,2020,16966.0
0,Conchas - SP,Área colhida,2020,3157.0
0,Cordeirópolis - SP,Quantidade produzida,2020,
0,Cordeirópolis - SP,Valor da produção,2020,80876.0
0,Cordeirópolis - SP,Área colhida,2020,11331.0
0,Coroados - SP,Quantidade produzida,2020,
0,Coroados - SP,Valor da produção,2020,95160.0
0,Coroados - SP,Área colhida,2020,17070.0
0,Coronel Macedo - SP,Quantidade produzida,2020,
0,Coronel Macedo - SP,Valor da produção,2020,114271.0
0,Coronel Macedo - SP,Área colhida,2020,21401.0
0,Corumbataí - SP,Quantidade produzida,2020,
0,Corumbataí - SP,Valor da produção,2020,22786.0
0,Corumbataí - SP,Área colhida,2020,4374.0
0,Cosmópolis - SP,Quantidade produzida,2020,
0,Cosmópolis - SP,Valor da produção,2020,42485.0
0,Cosmópolis - SP,Área colhida,2020,6880.0
0,Cosmorama - SP,Quantidade produzida,2020,
0,Cosmorama - SP,Valor da produção,2020,92068.0
0,Cosmorama - SP,Área colhida,2020,17731.0
0,Cotia - SP,Quantidade produzida,2020,
0,Cotia - SP,Valor da produção,2020,
0,Cotia - SP,Área colhida,2020,
0,Cravinhos - SP,Quantidade produzida,2020,
0,Cravinhos - SP,Valor da produção,2020,133412.0
0,Cravinhos - SP,Área colhida,2020,22420.0
0,Cristais Paulista - SP,Quantidade produzida,2020,
0,Cristais Paulista - SP,Valor da produção,2020,29161.0
0,Cristais Paulista - SP,Área colhida,2020,7100.0
0,Cruzália - SP,Quantidade produzida,2020,
0,Cruzália - SP,Valor da produção,2020,75018.0
0,Cruzália - SP,Área colhida,2020,19737.0
0,Cruzeiro - SP,Quantidade produzida,2020,
0,Cruzeiro - SP,Valor da produção,2020,3511.0
0,Cruzeiro - SP,Área colhida,2020,222.0
0,Cubatão - SP,Quantidade produzida,2020,
0,Cubatão - SP,Valor da produção,2020,
0,Cubatão - SP,Área colhida,2020,
0,Cunha - SP,Quantidade produzida,2020,
0,Cunha - SP,Valor da produção,2020,3111.0
0,Cunha - SP,Área colhida,2020,966.0
0,Descalvado - SP,Quantidade produzida,2020,
0,Descalvado - SP,Valor da produção,2020,195567.0
0,Descalvado - SP,Área colhida,2020,31195.0
0,Dirce Reis - SP,Quantidade produzida,2020,
0,Dirce Reis - SP,Valor da produção,2020,13512.0
0,Dirce Reis - SP,Área colhida,2020,2050.0
0,Divinolândia - SP,Quantidade produzida,2020,
0,Divinolândia - SP,Valor da produção,2020,46343.0
0,Divinolândia - SP,Área colhida,2020,1685.0
0,Dobrada - SP,Quantidade produzida,2020,
0,Dobrada - SP,Valor da produção,2020,61733.0
0,Dobrada - SP,Área colhida,2020,10756.0
0,Dois Córregos - SP,Quantidade produzida,2020,
0,Dois Córregos - SP,Valor da produção,2020,150769.0
0,Dois Córregos - SP,Área colhida,2020,40340.0
0,Dolcinópolis - SP,Quantidade produzida,2020,
0,Dolcinópolis - SP,Valor da produção,2020,18156.0
0,Dolcinópolis - SP,Área colhida,2020,2430.0
0,Dourado - SP,Quantidade produzida,2020,
0,Dourado - SP,Valor da produção,2020,48208.0
0,Dourado - SP,Área colhida,2020,6861.0
0,Dracena - SP,Quantidade produzida,2020,
0,Dracena - SP,Valor da produção,2020,73024.0
0,Dracena - SP,Área colhida,2020,13846.0
0,Duartina - SP,Quantidade produzida,2020,
0,Duartina - SP,Valor da produção,2020,2045.0
0,Duartina - SP,Área colhida,2020,308.0
0,Dumont - SP,Quantidade produzida,2020,
0,Dumont - SP,Valor da produção,2020,67238.0
0,Dumont - SP,Área colhida,2020,10107.0
0,Echaporã - SP,Quantidade produzida,2020,
0,Echaporã - SP,Valor da produção,2020,51258.0
0,Echaporã - SP,Área colhida,2020,11197.0
0,Eldorado - SP,Quantidade produzida,2020,
0,Eldorado - SP,Valor da produção,2020,407.0
0,Eldorado - SP,Área colhida,2020,133.0
0,Elias Fausto - SP,Quantidade produzida,2020,
0,Elias Fausto - SP,Valor da produção,2020,67012.0
0,Elias Fausto - SP,Área colhida,2020,7790.0
0,Elisiário - SP,Quantidade produzida,2020,
0,Elisiário - SP,Valor da produção,2020,30484.0
0,Elisiário - SP,Área colhida,2020,6193.0
0,Embaúba - SP,Quantidade produzida,2020,
0,Embaúba - SP,Valor da produção,2020,39937.0
0,Embaúba - SP,Área colhida,2020,6290.0
0,Embu das Artes - SP,Quantidade produzida,2020,
0,Embu das Artes - SP,Valor da produção,2020,
0,Embu das Artes - SP,Área colhida,2020,
0,Embu-Guaçu - SP,Quantidade produzida,2020,
0,Embu-Guaçu - SP,Valor da produção,2020,202.0
0,Embu-Guaçu - SP,Área colhida,2020,7.0
0,Emilianópolis - SP,Quantidade produzida,2020,
0,Emilianópolis - SP,Valor da produção,2020,36114.0
0,Emilianópolis - SP,Área colhida,2020,5646.0
0,Engenheiro Coelho - SP,Quantidade produzida,2020,
0,Engenheiro Coelho - SP,Valor da produção,2020,37815.0
0,Engenheiro Coelho - SP,Área colhida,2020,5141.0
0,Espírito Santo do Pinhal - SP,Quantidade produzida,2020,
0,Espírito Santo do Pinhal - SP,Valor da produção,2020,18719.0
0,Espírito Santo do Pinhal - SP,Área colhida,2020,2783.0
0,Espírito Santo do Turvo - SP,Quantidade produzida,2020,
0,Espírito Santo do Turvo - SP,Valor da produção,2020,30510.0
0,Espírito Santo do Turvo - SP,Área colhida,2020,5192.0
0,Estrela d'Oeste - SP,Quantidade produzida,2020,
0,Estrela d'Oeste - SP,Valor da produção,2020,50385.0
0,Estrela d'Oeste - SP,Área colhida,2020,9310.0
0,Estrela do Norte - SP,Quantidade produzida,2020,
0,Estrela do Norte - SP,Valor da produção,2020,58316.0
0,Estrela do Norte - SP,Área colhida,2020,8737.0
0,Euclides da Cunha Paulista - SP,Quantidade produzida,2020,
0,Euclides da Cunha Paulista - SP,Valor da produção,2020,42686.0
0,Euclides da Cunha Paulista - SP,Área colhida,2020,6407.0
0,Fartura - SP,Quantidade produzida,2020,
0,Fartura - SP,Valor da produção,2020,45252.0
0,Fartura - SP,Área colhida,2020,8500.0
0,Fernandópolis - SP,Quantidade produzida,2020,
0,Fernandópolis - SP,Valor da produção,2020,99374.0
0,Fernandópolis - SP,Área colhida,2020,17700.0
0,Fernando Prestes - SP,Quantidade produzida,2020,
0,Fernando Prestes - SP,Valor da produção,2020,55001.0
0,Fernando Prestes - SP,Área colhida,2020,9926.0
0,Fernão - SP,Quantidade produzida,2020,
0,Fernão - SP,Valor da produção,2020,4152.0
0,Fernão - SP,Área colhida,2020,663.0
0,Ferraz de Vasconcelos - SP,Quantidade produzida,2020,
0,Ferraz de Vasconcelos - SP,Valor da produção,2020,
0,Ferraz de Vasconcelos - SP,Área colhida,2020,
0,Flora Rica - SP,Quantidade produzida,2020,
0,Flora Rica - SP,Valor da produção,2020,25084.0
0,Flora Rica - SP,Área colhida,2020,5554.0
0,Floreal - SP,Quantidade produzida,2020,
0,Floreal - SP,Valor da produção,2020,19950.0
0,Floreal - SP,Área colhida,2020,3200.0
0,Flórida Paulista - SP,Quantidade produzida,2020,
0,Flórida Paulista - SP,Valor da produção,2020,88293.0
0,Flórida Paulista - SP,Área colhida,2020,19632.0
0,Florínea - SP,Quantidade produzida,2020,
0,Florínea - SP,Valor da produção,2020,121739.0
0,Florínea - SP,Área colhida,2020,23594.0
0,Franca - SP,Quantidade produzida,2020,
0,Franca - SP,Valor da produção,2020,22715.0
0,Franca - SP,Área colhida,2020,5428.0
0,Francisco Morato - SP,Quantidade produzida,2020,
0,Francisco Morato - SP,Valor da produção,2020,
0,Francisco Morato - SP,Área colhida,2020,
0,Franco da Rocha - SP,Quantidade produzida,2020,
0,Franco da Rocha - SP,Valor da produção,2020,82.0
0,Franco da Rocha - SP,Área colhida,2020,20.0
0,Gabriel Monteiro - SP,Quantidade produzida,2020,
0,Gabriel Monteiro - SP,Valor da produção,2020,32019.0
0,Gabriel Monteiro - SP,Área colhida,2020,5335.0
0,Gália - SP,Quantidade produzida,2020,
0,Gália - SP,Valor da produção,2020,26369.0
0,Gália - SP,Área colhida,2020,2224.0
0,Garça - SP,Quantidade produzida,2020,
0,Garça - SP,Valor da produção,2020,32463.0
0,Garça - SP,Área colhida,2020,4251.0
0,Gastão Vidigal - SP,Quantidade produzida,2020,
0,Gastão Vidigal - SP,Valor da produção,2020,37608.0
0,Gastão Vidigal - SP,Área colhida,2020,5935.0
0,Gavião Peixoto - SP,Quantidade produzida,2020,
0,Gavião Peixoto - SP,Valor da produção,2020,55680.0
0,Gavião Peixoto - SP,Área colhida,2020,8859.0
0,General Salgado - SP,Quantidade produzida,2020,
0,General Salgado - SP,Valor da produção,2020,67590.0
0,General Salgado - SP,Área colhida,2020,14193.0
0,Getulina - SP,Quantidade produzida,2020,
0,Getulina - SP,Valor da produção,2020,166338.0
0,Getulina - SP,Área colhida,2020,23175.0
0,Glicério - SP,Quantidade produzida,2020,
0,Glicério - SP,Valor da produção,2020,68453.0
0,Glicério - SP,Área colhida,2020,12410.0
0,Guaiçara - SP,Quantidade produzida,2020,
0,Guaiçara - SP,Valor da produção,2020,43851.0
0,Guaiçara - SP,Área colhida,2020,8214.0
0,Guaimbê - SP,Quantidade produzida,2020,
0,Guaimbê - SP,Valor da produção,2020,32087.0
0,Guaimbê - SP,Área colhida,2020,4598.0
0,Guaíra - SP,Quantidade produzida,2020,
0,Guaíra - SP,Valor da produção,2020,702664.0
0,Guaíra - SP,Área colhida,2020,109320.0
0,Guapiaçu - SP,Quantidade produzida,2020,
0,Guapiaçu - SP,Valor da produção,2020,88788.0
0,Guapiaçu - SP,Área colhida,2020,16739.0
0,Guapiara - SP,Quantidade produzida,2020,
0,Guapiara - SP,Valor da produção,2020,183414.0
0,Guapiara - SP,Área colhida,2020,11930.0
0,Guará - SP,Quantidade produzida,2020,
0,Guará - SP,Valor da produção,2020,199692.0
0,Guará - SP,Área colhida,2020,27859.0
0,Guaraçaí - SP,Quantidade produzida,2020,
0,Guaraçaí - SP,Valor da produção,2020,205208.0
0,Guaraçaí - SP,Área colhida,2020,26972.0
0,Guaraci - SP,Quantidade produzida,2020,
0,Guaraci - SP,Valor da produção,2020,271805.0
0,Guaraci - SP,Área colhida,2020,41436.0
0,Guarani d'Oeste - SP,Quantidade produzida,2020,
0,Guarani d'Oeste - SP,Valor da produção,2020,9943.0
0,Guarani d'Oeste - SP,Área colhida,2020,1890.0
0,Guarantã - SP,Quantidade produzida,2020,
0,Guarantã - SP,Valor da produção,2020,83559.0
0,Guarantã - SP,Área colhida,2020,13769.0
0,Guararapes - SP,Quantidade produzida,2020,
0,Guararapes - SP,Valor da produção,2020,281955.0
0,Guararapes - SP,Área colhida,2020,47890.0
0,Guararema - SP,Quantidade produzida,2020,
0,Guararema - SP,Valor da produção,2020,6094.0
0,Guararema - SP,Área colhida,2020,169.0
0,Guaratinguetá - SP,Quantidade produzida,2020,
0,Guaratinguetá - SP,Valor da produção,2020,22465.0
0,Guaratinguetá - SP,Área colhida,2020,2385.0
0,Guareí - SP,Quantidade produzida,2020,
0,Guareí - SP,Valor da produção,2020,40504.0
0,Guareí - SP,Área colhida,2020,6341.0
0,Guariba - SP,Quantidade produzida,2020,
0,Guariba - SP,Valor da produção,2020,171456.0
0,Guariba - SP,Área colhida,2020,25184.0
0,Guarujá - SP,Quantidade produzida,2020,
0,Guarujá - SP,Valor da produção,2020,
0,Guarujá - SP,Área colhida,2020,
0,Guarulhos - SP,Quantidade produzida,2020,
0,Guarulhos - SP,Valor da produção,2020,
0,Guarulhos - SP,Área colhida,2020,
0,Guatapará - SP,Quantidade produzida,2020,
0,Guatapará - SP,Valor da produção,2020,161247.0
0,Guatapará - SP,Área colhida,2020,26394.0
0,Guzolândia - SP,Quantidade produzida,2020,
0,Guzolândia - SP,Valor da produção,2020,20015.0
0,Guzolândia - SP,Área colhida,2020,4050.0
0,Herculândia - SP,Quantidade produzida,2020,
0,Herculândia - SP,Valor da produção,2020,152173.0
0,Herculândia - SP,Área colhida,2020,17210.0
0,Holambra - SP,Quantidade produzida,2020,
0,Holambra - SP,Valor da produção,2020,12298.0
0,Holambra - SP,Área colhida,2020,1907.0
0,Hortolândia - SP,Quantidade produzida,2020,
0,Hortolândia - SP,Valor da produção,2020,
0,Hortolândia - SP,Área colhida,2020,
0,Iacanga - SP,Quantidade produzida,2020,
0,Iacanga - SP,Valor da produção,2020,150603.0
0,Iacanga - SP,Área colhida,2020,26114.0
0,Iacri - SP,Quantidade produzida,2020,
0,Iacri - SP,Valor da produção,2020,85694.0
0,Iacri - SP,Área colhida,2020,12425.0
0,Iaras - SP,Quantidade produzida,2020,
0,Iaras - SP,Valor da produção,2020,43128.0
0,Iaras - SP,Área colhida,2020,7307.0
0,Ibaté - SP,Quantidade produzida,2020,
0,Ibaté - SP,Valor da produção,2020,119784.0
0,Ibaté - SP,Área colhida,2020,15245.0
0,Ibirá - SP,Quantidade produzida,2020,
0,Ibirá - SP,Valor da produção,2020,88400.0
0,Ibirá - SP,Área colhida,2020,14024.0
0,Ibirarema - SP,Quantidade produzida,2020,
0,Ibirarema - SP,Valor da produção,2020,111047.0
0,Ibirarema - SP,Área colhida,2020,26365.0
0,Ibitinga - SP,Quantidade produzida,2020,
0,Ibitinga - SP,Valor da produção,2020,225825.0
0,Ibitinga - SP,Área colhida,2020,36840.0
0,Ibiúna - SP,Quantidade produzida,2020,
0,Ibiúna - SP,Valor da produção,2020,43000.0
0,Ibiúna - SP,Área colhida,2020,3153.0
0,Icém - SP,Quantidade produzida,2020,
0,Icém - SP,Valor da produção,2020,62774.0
0,Icém - SP,Área colhida,2020,10960.0
0,Iepê - SP,Quantidade produzida,2020,
0,Iepê - SP,Valor da produção,2020,234081.0
0,Iepê - SP,Área colhida,2020,44832.0
0,Igaraçu do Tietê - SP,Quantidade produzida,2020,
0,Igaraçu do Tietê - SP,Valor da produção,2020,25315.0
0,Igaraçu do Tietê - SP,Área colhida,2020,6889.0
0,Igarapava - SP,Quantidade produzida,2020,
0,Igarapava - SP,Valor da produção,2020,185144.0
0,Igarapava - SP,Área colhida,2020,27875.0
0,Igaratá - SP,Quantidade produzida,2020,
0,Igaratá - SP,Valor da produção,2020,4.0
0,Igaratá - SP,Área colhida,2020,1.0
0,Iguape - SP,Quantidade produzida,2020,
0,Iguape - SP,Valor da produção,2020,11781.0
0,Iguape - SP,Área colhida,2020,2242.0
0,Ilhabela - SP,Quantidade produzida,2020,
0,Ilhabela - SP,Valor da produção,2020,
0,Ilhabela - SP,Área colhida,2020,
0,Ilha Solteira - SP,Quantidade produzida,2020,
0,Ilha Solteira - SP,Valor da produção,2020,120996.0
0,Ilha Solteira - SP,Área colhida,2020,19772.0
0,Indaiatuba - SP,Quantidade produzida,2020,
0,Indaiatuba - SP,Valor da produção,2020,36437.0
0,Indaiatuba - SP,Área colhida,2020,4083.0
0,Indiana - SP,Quantidade produzida,2020,
0,Indiana - SP,Valor da produção,2020,10538.0
0,Indiana - SP,Área colhida,2020,1367.0
0,Indiaporã - SP,Quantidade produzida,2020,
0,Indiaporã - SP,Valor da produção,2020,37154.0
0,Indiaporã - SP,Área colhida,2020,6590.0
0,Inúbia Paulista - SP,Quantidade produzida,2020,
0,Inúbia Paulista - SP,Valor da produção,2020,11357.0
0,Inúbia Paulista - SP,Área colhida,2020,2602.0
0,Ipaussu - SP,Quantidade produzida,2020,
0,Ipaussu - SP,Valor da produção,2020,120895.0
0,Ipaussu - SP,Área colhida,2020,19049.0
0,Iperó - SP,Quantidade produzida,2020,
0,Iperó - SP,Valor da produção,2020,10490.0
0,Iperó - SP,Área colhida,2020,1747.0
0,Ipeúna - SP,Quantidade produzida,2020,
0,Ipeúna - SP,Valor da produção,2020,29940.0
0,Ipeúna - SP,Área colhida,2020,5227.0
0,Ipiguá - SP,Quantidade produzida,2020,
0,Ipiguá - SP,Valor da produção,2020,20923.0
0,Ipiguá - SP,Área colhida,2020,2983.0
0,Iporanga - SP,Quantidade produzida,2020,
0,Iporanga - SP,Valor da produção,2020,1879.0
0,Iporanga - SP,Área colhida,2020,369.0
0,Ipuã - SP,Quantidade produzida,2020,
0,Ipuã - SP,Valor da produção,2020,260687.0
0,Ipuã - SP,Área colhida,2020,40625.0
0,Iracemápolis - SP,Quantidade produzida,2020,
0,Iracemápolis - SP,Valor da produção,2020,53608.0
0,Iracemápolis - SP,Área colhida,2020,8214.0
0,Irapuã - SP,Quantidade produzida,2020,
0,Irapuã - SP,Valor da produção,2020,94326.0
0,Irapuã - SP,Área colhida,2020,13484.0
0,Irapuru - SP,Quantidade produzida,2020,
0,Irapuru - SP,Valor da produção,2020,20989.0
0,Irapuru - SP,Área colhida,2020,4664.0
0,Itaberá - SP,Quantidade produzida,2020,
0,Itaberá - SP,Valor da produção,2020,514378.0
0,Itaberá - SP,Área colhida,2020,87703.0
0,Itaí - SP,Quantidade produzida,2020,
0,Itaí - SP,Valor da produção,2020,613281.0
0,Itaí - SP,Área colhida,2020,75090.0
0,Itajobi - SP,Quantidade produzida,2020,
0,Itajobi - SP,Valor da produção,2020,185150.0
0,Itajobi - SP,Área colhida,2020,27440.0
0,Itaju - SP,Quantidade produzida,2020,
0,Itaju - SP,Valor da produção,2020,36926.0
0,Itaju - SP,Área colhida,2020,8518.0
0,Itanhaém - SP,Quantidade produzida,2020,
0,Itanhaém - SP,Valor da produção,2020,317.0
0,Itanhaém - SP,Área colhida,2020,12.0
0,Itaoca - SP,Quantidade produzida,2020,
0,Itaoca - SP,Valor da produção,2020,2680.0
0,Itaoca - SP,Área colhida,2020,153.0
0,Itapecerica da Serra - SP,Quantidade produzida,2020,
0,Itapecerica da Serra - SP,Valor da produção,2020,
0,Itapecerica da Serra - SP,Área colhida,2020,
0,Itapetininga - SP,Quantidade produzida,2020,
0,Itapetininga - SP,Valor da produção,2020,336323.0
0,Itapetininga - SP,Área colhida,2020,49750.0
0,Itapeva - SP,Quantidade produzida,2020,
0,Itapeva - SP,Valor da produção,2020,2381962.0
0,Itapeva - SP,Área colhida,2020,177357.0
0,Itapevi - SP,Quantidade produzida,2020,
0,Itapevi - SP,Valor da produção,2020,
0,Itapevi - SP,Área colhida,2020,
0,Itapira - SP,Quantidade produzida,2020,
0,Itapira - SP,Valor da produção,2020,34650.0
0,Itapira - SP,Área colhida,2020,6927.0
0,Itapirapuã Paulista - SP,Quantidade produzida,2020,
0,Itapirapuã Paulista - SP,Valor da produção,2020,1060.0
0,Itapirapuã Paulista - SP,Área colhida,2020,129.0
0,Itápolis - SP,Quantidade produzida,2020,
0,Itápolis - SP,Valor da produção,2020,309650.0
0,Itápolis - SP,Área colhida,2020,44250.0
0,Itaporanga - SP,Quantidade produzida,2020,
0,Itaporanga - SP,Valor da produção,2020,127993.0
0,Itaporanga - SP,Área colhida,2020,15711.0
0,Itapuí - SP,Quantidade produzida,2020,
0,Itapuí - SP,Valor da produção,2020,34092.0
0,Itapuí - SP,Área colhida,2020,9187.0
0,Itapura - SP,Quantidade produzida,2020,
0,Itapura - SP,Valor da produção,2020,94415.0
0,Itapura - SP,Área colhida,2020,14180.0
0,Itaquaquecetuba - SP,Quantidade produzida,2020,
0,Itaquaquecetuba - SP,Valor da produção,2020,
0,Itaquaquecetuba - SP,Área colhida,2020,
0,Itararé - SP,Quantidade produzida,2020,
0,Itararé - SP,Valor da produção,2020,490417.0
0,Itararé - SP,Área colhida,2020,48105.0
0,Itariri - SP,Quantidade produzida,2020,
0,Itariri - SP,Valor da produção,2020,560.0
0,Itariri - SP,Área colhida,2020,40.0
0,Itatiba - SP,Quantidade produzida,2020,
0,Itatiba - SP,Valor da produção,2020,6107.0
0,Itatiba - SP,Área colhida,2020,1432.0
0,Itatinga - SP,Quantidade produzida,2020,
0,Itatinga - SP,Valor da produção,2020,57408.0
0,Itatinga - SP,Área colhida,2020,10550.0
0,Itirapina - SP,Quantidade produzida,2020,
0,Itirapina - SP,Valor da produção,2020,41002.0
0,Itirapina - SP,Área colhida,2020,8385.0
0,Itirapuã - SP,Quantidade produzida,2020,
0,Itirapuã - SP,Valor da produção,2020,4952.0
0,Itirapuã - SP,Área colhida,2020,1070.0
0,Itobi - SP,Quantidade produzida,2020,
0,Itobi - SP,Valor da produção,2020,45387.0
0,Itobi - SP,Área colhida,2020,6050.0
0,Itu - SP,Quantidade produzida,2020,
0,Itu - SP,Valor da produção,2020,14837.0
0,Itu - SP,Área colhida,2020,2210.0
0,Itupeva - SP,Quantidade produzida,2020,
0,Itupeva - SP,Valor da produção,2020,530.0
0,Itupeva - SP,Área colhida,2020,191.0
0,Ituverava - SP,Quantidade produzida,2020,
0,Ituverava - SP,Valor da produção,2020,460292.0
0,Ituverava - SP,Área colhida,2020,58518.0
0,Jaborandi - SP,Quantidade produzida,2020,
0,Jaborandi - SP,Valor da produção,2020,131552.0
0,Jaborandi - SP,Área colhida,2020,21793.0
0,Jaboticabal - SP,Quantidade produzida,2020,
0,Jaboticabal - SP,Valor da produção,2020,502610.0
0,Jaboticabal - SP,Área colhida,2020,70635.0
0,Jacareí - SP,Quantidade produzida,2020,
0,Jacareí - SP,Valor da produção,2020,1086.0
0,Jacareí - SP,Área colhida,2020,20.0
0,Jaci - SP,Quantidade produzida,2020,
0,Jaci - SP,Valor da produção,2020,48677.0
0,Jaci - SP,Área colhida,2020,7581.0
0,Jacupiranga - SP,Quantidade produzida,2020,
0,Jacupiranga - SP,Valor da produção,2020,344.0
0,Jacupiranga - SP,Área colhida,2020,76.0
0,Jaguariúna - SP,Quantidade produzida,2020,
0,Jaguariúna - SP,Valor da produção,2020,17546.0
0,Jaguariúna - SP,Área colhida,2020,3004.0
0,Jales - SP,Quantidade produzida,2020,
0,Jales - SP,Valor da produção,2020,43248.0
0,Jales - SP,Área colhida,2020,5743.0
0,Jambeiro - SP,Quantidade produzida,2020,
0,Jambeiro - SP,Valor da produção,2020,399.0
0,Jambeiro - SP,Área colhida,2020,74.0
0,Jandira - SP,Quantidade produzida,2020,
0,Jandira - SP,Valor da produção,2020,
0,Jandira - SP,Área colhida,2020,
0,Jardinópolis - SP,Quantidade produzida,2020,
0,Jardinópolis - SP,Valor da produção,2020,279701.0
0,Jardinópolis - SP,Área colhida,2020,40507.0
0,Jarinu - SP,Quantidade produzida,2020,
0,Jarinu - SP,Valor da produção,2020,1718.0
0,Jarinu - SP,Área colhida,2020,439.0
0,Jaú - SP,Quantidade produzida,2020,
0,Jaú - SP,Valor da produção,2020,186927.0
0,Jaú - SP,Área colhida,2020,47897.0
0,Jeriquara - SP,Quantidade produzida,2020,
0,Jeriquara - SP,Valor da produção,2020,25226.0
0,Jeriquara - SP,Área colhida,2020,5943.0
0,Joanópolis - SP,Quantidade produzida,2020,
0,Joanópolis - SP,Valor da produção,2020,2298.0
0,Joanópolis - SP,Área colhida,2020,237.0
0,João Ramalho - SP,Quantidade produzida,2020,
0,João Ramalho - SP,Valor da produção,2020,87588.0
0,João Ramalho - SP,Área colhida,2020,16760.0
0,José Bonifácio - SP,Quantidade produzida,2020,
0,José Bonifácio - SP,Valor da produção,2020,258614.0
0,José Bonifácio - SP,Área colhida,2020,44624.0
0,Júlio Mesquita - SP,Quantidade produzida,2020,
0,Júlio Mesquita - SP,Valor da produção,2020,9747.0
0,Júlio Mesquita - SP,Área colhida,2020,720.0
0,Jumirim - SP,Quantidade produzida,2020,
0,Jumirim - SP,Valor da produção,2020,4344.0
0,Jumirim - SP,Área colhida,2020,610.0
0,Jundiaí - SP,Quantidade produzida,2020,
0,Jundiaí - SP,Valor da produção,2020,1995.0
0,Jundiaí - SP,Área colhida,2020,296.0
0,Junqueirópolis - SP,Quantidade produzida,2020,
0,Junqueirópolis - SP,Valor da produção,2020,121842.0
0,Junqueirópolis - SP,Área colhida,2020,25964.0
0,Juquiá - SP,Quantidade produzida,2020,
0,Juquiá - SP,Valor da produção,2020,664.0
0,Juquiá - SP,Área colhida,2020,82.0
0,Juquitiba - SP,Quantidade produzida,2020,
0,Juquitiba - SP,Valor da produção,2020,
0,Juquitiba - SP,Área colhida,2020,
0,Lagoinha - SP,Quantidade produzida,2020,
0,Lagoinha - SP,Valor da produção,2020,2082.0
0,Lagoinha - SP,Área colhida,2020,281.0
0,Laranjal Paulista - SP,Quantidade produzida,2020,
0,Laranjal Paulista - SP,Valor da produção,2020,20610.0
0,Laranjal Paulista - SP,Área colhida,2020,4762.0
0,Lavínia - SP,Quantidade produzida,2020,
0,Lavínia - SP,Valor da produção,2020,154646.0
0,Lavínia - SP,Área colhida,2020,24204.0
0,Lavrinhas - SP,Quantidade produzida,2020,
0,Lavrinhas - SP,Valor da produção,2020,782.0
0,Lavrinhas - SP,Área colhida,2020,59.0
0,Leme - SP,Quantidade produzida,2020,
0,Leme - SP,Valor da produção,2020,197651.0
0,Leme - SP,Área colhida,2020,29394.0
0,Lençóis Paulista - SP,Quantidade produzida,2020,
0,Lençóis Paulista - SP,Valor da produção,2020,225302.0
0,Lençóis Paulista - SP,Área colhida,2020,43270.0
0,Limeira - SP,Quantidade produzida,2020,
0,Limeira - SP,Valor da produção,2020,75768.0
0,Limeira - SP,Área colhida,2020,12510.0
0,Lindóia - SP,Quantidade produzida,2020,
0,Lindóia - SP,Valor da produção,2020,1348.0
0,Lindóia - SP,Área colhida,2020,69.0
0,Lins - SP,Quantidade produzida,2020,
0,Lins - SP,Valor da produção,2020,137539.0
0,Lins - SP,Área colhida,2020,27425.0
0,Lorena - SP,Quantidade produzida,2020,
0,Lorena - SP,Valor da produção,2020,1855.0
