ano,municipio,valor_r,area_ha
2020,Ipaussu - SP,120895.0,19049.0
2020,Ipecaetá - BA,1483.0,4915.0
2020,Iperó - SP,10490.0,1747.0
2020,Ipeúna - SP,29940.0,5227.0
2020,Ipiaçu - MG,120653.0,26674.0
2020,Ipiaú - BA,885.0,192.0
2020,Ipiguá - SP,20923.0,2983.0
2020,Ipira - SC,8866.0,1647.0
2020,Ipiranga - PR,299451.0,49821.0
2020,Ipiranga de Goiás - GO,24733.0,5540.0
2020,Ipiranga do Norte - MT,1845589.0,409184.0
2020,Ipiranga do Piauí - PI,1983.0,1268.0
2020,Ipiranga do Sul - RS,54689.0,14560.0
2020,Ipirá - BA,962.0,3200.0
2020,Ipixuna - AM,4441.0,454.0
2020,Ipixuna do Pará - PA,50390.0,13342.0
2020,Ipojuca - PE,208121.0,25313.0
2020,Iporanga - SP,1879.0,369.0
2020,Iporá - GO,27443.0,6280.0
2020,Iporã - PR,175084.0,40948.0
2020,Iporã do Oeste - SC,24573.0,3919.0
2020,Ipu - CE,31438.0,10902.0
2020,Ipuaçu - SC,85645.0,16496.0
2020,Ipubi - PE,17148.0,13200.0
2020,Ipueira - RN,147.0,195.0
2020,Ipueiras - CE,14337.0,5106.0
2020,Ipueiras - TO,10667.0,3446.0
2020,Ipuiúna - MG,73626.0,2938.0
2020,Ipumirim - SC,9134.0,1345.0
2020,Ipupiara - BA,298.0,125.0
2020,Ipuã - SP,260687.0,40625.0
2020,Ipê - RS,54304.0,11091.0
2020,Iracema - CE,1506.0,1183.0
2020,Iracema - RR,5717.0,857.0
2020,Iracema do Oeste - PR,51328.0,13045.0
2020,Iraceminha - SC,24853.0,5035.0
2020,Iracemápolis - SP,53608.0,8214.0
2020,Irajuba - BA,2599.0,476.0
2020,Iramaia - BA,680.0,394.0
2020,Iranduba - AM,3846.0,241.0
2020,Irani - SC,25195.0,4677.0
2020,Irapuru - SP,20989.0,4664.0
2020,Irapuã - SP,94326.0,13484.0
2020,Iraquara - BA,21474.0,2527.0
2020,Irará - BA,4619.0,5055.0
2020,Irati - PR,477609.0,75303.0
2020,Irati - SC,7319.0,1527.0
2020,Irauçuba - CE,3264.0,6085.0
2020,Iraí - RS,35529.0,10487.0
2020,Iraí de Minas - MG,73177.0,8645.0
2020,Irecê - BA,8203.0,1215.0
2020,Iretama - PR,89793.0,19530.0
2020,Irineópolis - SC,201701.0,21505.0
2020,Irituia - PA,4633.0,1375.0
2020,Irupi - ES,3901.0,692.0
2020,Isaías Coelho - PI,3946.0,3350.0
2020,Israelândia - GO,4888.0,1020.0
2020,Itaara - RS,13272.0,3769.0
2020,Itabaiana - PB,5669.0,2205.0
2020,Itabaiana - SE,28978.0,2870.0
2020,Itabaianinha - SE,19807.0,3328.0
2020,Itabela - BA,1554.0,316.0
2020,Itaberaba - BA,31241.0,1785.0
2020,Itaberaí - GO,274326.0,51159.0
2020,Itaberá - SP,514378.0,87703.0
2020,Itabi - SE,5200.0,1105.0
2020,Itabira - MG,969.0,157.0
2020,Itabirinha - MG,316.0,67.0
2020,Itabirito - MG,1057.0,283.0
2020,Itaboraí - RJ,361.0,23.0
2020,Itabuna - BA,154.0,75.0
2020,Itacajá - TO,29840.0,8956.0
2020,Itacambira - MG,459.0,290.0
2020,Itacarambi - MG,18458.0,3000.0
2020,Itacaré - BA,1844.0,480.0
2020,Itacoatiara - AM,112329.0,3123.0
2020,Itacuruba - PE,607.0,63.0
2020,Itacurubi - RS,38184.0,17575.0
2020,Itaeté - BA,3292.0,1225.0
2020,Itagi - BA,567.0,126.0
2020,Itagibá - BA,441.0,130.0
2020,Itagimirim - BA,406.0,73.0
2020,Itaguajé - PR,36638.0,6934.0
2020,Itaguara - MG,7215.0,761.0
2020,Itaguari - GO,6187.0,740.0
2020,Itaguaru - GO,4363.0,505.0
2020,Itaguatins - TO,1210.0,252.0
2020,Itaguaçu - ES,4765.0,118.0
2020,Itaguaçu da Bahia - BA,9985.0,1482.0
2020,Itaguaí - RJ,953.0,87.0
2020,Itainópolis - PI,6842.0,5029.0
2020,Itaipava do Grajaú - MA,1067.0,926.0
2020,Itaipulândia - PR,61405.0,19825.0
2020,Itaipé - MG,2355.0,750.0
2020,Itaitinga - CE,2055.0,705.0
2020,Itaituba - PA,17108.0,2030.0
2020,Itaiçaba - CE,2156.0,879.0
2020,Itaiópolis - SC,280740.0,33728.0
2020,Itajaí - SC,14196.0,2035.0
2020,Itajobi - SP,185150.0,27440.0
2020,Itaju - SP,36926.0,8518.0
2020,Itajubá - MG,3868.0,142.0
2020,Itajuípe - BA,965.0,276.0
2020,Itajá - GO,250.0,40.0
2020,Itajá - RN,104.0,180.0
2020,Italva - RJ,17498.0,508.0
2020,Itamaraju - BA,1830.0,530.0
2020,Itamarandiba - MG,5698.0,1457.0
2020,Itamarati - AM,3153.0,250.0
2020,Itamarati de Minas - MG,569.0,92.0
2020,Itamari - BA,206.0,66.0
2020,Itambacuri - MG,1286.0,294.0
2020,Itambaracá - PR,137687.0,29463.0
2020,Itambé - BA,967.0,730.0
2020,Itambé - PE,98170.0,14602.0
2020,Itambé - PR,180587.0,35666.0
2020,Itambé do Mato Dentro - MG,295.0,66.0
2020,Itamogi - MG,6380.0,1195.0
2020,Itamonte - MG,2675.0,204.0
2020,Itanagra - BA,645.0,88.0
2020,Itanhandu - MG,446.0,113.0
2020,Itanhangá - MT,634578.0,175035.0
2020,Itanhaém - SP,317.0,12.0
2020,Itanhomi - MG,607.0,160.0
2020,Itanhém - BA,2165.0,533.0
2020,Itaobim - MG,712.0,260.0
2020,Itaoca - SP,2680.0,153.0
2020,Itaocara - RJ,4155.0,387.0
2020,Itapaci - GO,44805.0,10115.0
2020,Itapagipe - MG,140925.0,20904.0
2020,Itapajé - CE,5255.0,4393.0
2020,Itaparica - BA,77.0,10.0
2020,Itapebi - BA,443.0,122.0
2020,Itapecerica - MG,3214.0,886.0
2020,Itapecuru Mirim - MA,3689.0,2616.0
2020,Itapejara d'Oeste - PR,134620.0,29155.0
2020,Itapema - SC,2376.0,342.0
2020,Itapemirim - ES,28413.0,7064.0
2020,Itaperuna - RJ,7779.0,99.0
2020,Itaperuçu - PR,21458.0,3831.0
2020,Itapetim - PE,3400.0,3687.0
2020,Itapetinga - BA,80.0,11.0
2020,Itapetininga - SP,336323.0,49750.0
2020,Itapeva - MG,6653.0,337.0
2020,Itapeva - SP,2381962.0,177357.0
2020,Itapicuru - BA,106916.0,25402.0
2020,Itapipoca - CE,11384.0,18344.0
2020,Itapira - SP,34650.0,6927.0
2020,Itapiranga - AM,10887.0,630.0
2020,Itapiranga - SC,21705.0,3880.0
2020,Itapirapuã - GO,13926.0,2880.0
2020,Itapirapuã Paulista - SP,1060.0,129.0
2020,Itapiratins - TO,82220.0,17437.0
2020,Itapissuma - PE,12845.0,1844.0
2020,Itapitanga - BA,48.0,26.0
2020,Itapiúna - CE,11641.0,5606.0
2020,Itaporanga - PB,2342.0,2095.0
2020,Itaporanga - SP,127993.0,15711.0
2020,Itaporanga d'Ajuda - SE,4574.0,874.0
2020,Itapororoca - PB,87521.0,4765.0
2020,Itaporã - MS,715648.0,162575.0
2020,Itaporã do Tocantins - TO,617.0,106.0
2020,Itapoá - SC,1578.0,170.0
2020,Itapuca - RS,35785.0,6331.0
2020,Itapura - SP,94415.0,14180.0
2020,Itapuranga - GO,42006.0,8855.0
2020,Itapuã do Oeste - RO,18573.0,4666.0
2020,Itapuí - SP,34092.0,9187.0
2020,Itapé - BA,35.0,6.0
2020,Itaquara - BA,2540.0,195.0
2020,Itaqui - RS,649271.0,122466.0
2020,Itaquiraí - MS,380788.0,83432.0
2020,Itaquitinga - PE,26170.0,4827.0
2020,Itarana - ES,6496.0,323.0
2020,Itarantim - BA,817.0,165.0
2020,Itararé - SP,490417.0,48105.0
2020,Itarema - CE,7214.0,5189.0
2020,Itariri - SP,560.0,40.0
2020,Itarumã - GO,45915.0,12859.0
2020,Itati - RS,5152.0,272.0
2020,Itatiaiuçu - MG,1435.0,186.0
2020,Itatiba - SP,6107.0,1432.0
2020,Itatiba do Sul - RS,23426.0,3528.0
2020,Itatim - BA,341.0,219.0
2020,Itatinga - SP,57408.0,10550.0
2020,Itatira - CE,3425.0,9607.0
2020,Itatuba - PB,943.0,1478.0
2020,Itaubal - AP,9721.0,4099.0
2020,Itaueira - PI,14984.0,9095.0
2020,Itauçu - GO,4567.0,1355.0
2020,Itaverava - MG,5023.0,690.0
2020,Itaí - SP,613281.0,75090.0
2020,Itaíba - PE,3372.0,6158.0
2020,Itaú - RN,3325.0,1190.0
2020,Itaú de Minas - MG,11718.0,2254.0
2020,Itaúba - MT,376583.0,83141.0
2020,Itaúna - MG,1542.0,243.0
2020,Itaúna do Sul - PR,21175.0,3258.0
2020,Itinga - MG,2316.0,769.0
2020,Itinga do Maranhão - MA,125101.0,23580.0
2020,Itiquira - MT,1189794.0,287335.0
2020,Itirapina - SP,41002.0,8385.0
2020,Itirapuã - SP,4952.0,1070.0
2020,Itiruçu - BA,1328.0,206.0
2020,Itiúba - BA,25230.0,10659.0
2020,Itobi - SP,45387.0,6050.0
2020,Itororó - BA,92.0,23.0
2020,Itu - SP,14837.0,2210.0
2020,Ituaçu - BA,6493.0,1637.0
2020,Ituberá - BA,219.0,145.0
2020,Itueta - MG,915.0,307.0
2020,Ituiutaba - MG,376962.0,79394.0
2020,Itumbiara - GO,542014.0,92023.0
2020,Itumirim - MG,6523.0,1347.0
2020,Itupeva - SP,530.0,191.0
2020,Itupiranga - PA,37802.0,6620.0
2020,Ituporanga - SC,328287.0,15695.0
2020,Iturama - MG,281487.0,41020.0
2020,Itutinga - MG,33789.0,6355.0
2020,Ituverava - SP,460292.0,58518.0
2020,Itá - SC,6999.0,1182.0
2020,Itápolis - SP,309650.0,44250.0
2020,Iuiu - BA,11478.0,4273.0
2020,Ivaiporã - PR,161910.0,34544.0
2020,Ivatuba - PR,92201.0,16590.0
2020,Ivaté - PR,63100.0,14287.0
2020,Ivaí - PR,241157.0,35462.0
2020,Ivinhema - MS,478690.0,75122.0
2020,Ivolândia - GO,11746.0,2540.0
2020,Ivorá - RS,16170.0,5562.0
2020,Ivoti - RS,2332.0,270.0
2020,Içara - SC,81126.0,8945.0
2020,Iúna - ES,5759.0,792.0
2020,Jaboatão dos Guararapes - PE,22750.0,2850.0
2020,Jaborandi - BA,1007338.0,150097.0
2020,Jaborandi - SP,131552.0,21793.0
2020,Jaborá - SC,14312.0,2598.0
2020,Jaboti - PR,16261.0,3899.0
2020,Jaboticaba - RS,17958.0,11055.0
2020,Jaboticabal - SP,502610.0,70635.0
2020,Jaboticatubas - MG,3786.0,660.0
2020,Jacaraci - BA,1785.0,1760.0
2020,Jacaraú - PB,16687.0,3111.0
2020,Jacareacanga - PA,18129.0,2914.0
2020,Jacarezinho - PR,187306.0,28854.0
2020,Jacareí - SP,1086.0,20.0
2020,Jacaré dos Homens - AL,30.0,5.0
2020,Jaci - SP,48677.0,7581.0
2020,Jaciara - MT,433940.0,75542.0
2020,Jacinto - MG,355.0,160.0
2020,Jacinto Machado - SC,88088.0,9515.0
2020,Jacobina - BA,5085.0,4261.0
2020,Jacobina do Piauí - PI,3151.0,1871.0
2020,Jacuizinho - RS,36542.0,25425.0
2020,Jacundá - PA,375.0,37.0
2020,Jacupiranga - SP,344.0,76.0
2020,Jacutinga - MG,3541.0,823.0
2020,Jacutinga - RS,82098.0,16855.0
2020,Jacuí - MG,12640.0,1737.0
2020,Jacuípe - AL,5278.0,1476.0
2020,Jaguapitã - PR,153225.0,28034.0
2020,Jaguaquara - BA,6332.0,586.0
2020,Jaguarari - BA,1920.0,4325.0
2020,Jaguaraçu - MG,101.0,25.0
2020,Jaguaretama - CE,6194.0,2855.0
2020,Jaguari - RS,68354.0,15782.0
2020,Jaguariaíva - PR,205347.0,38988.0
2020,Jaguaribara - CE,1801.0,979.0
2020,Jaguaribe - CE,5893.0,3123.0
2020,Jaguaripe - BA,6492.0,1144.0
2020,Jaguariúna - SP,17546.0,3004.0
2020,Jaguaruana - CE,5491.0,3099.0
2020,Jaguaruna - SC,93908.0,6403.0
2020,Jaguarão - RS,305797.0,65194.0
2020,Jaguaré - ES,1828.0,140.0
2020,Jaicós - PI,11281.0,7750.0
2020,Jales - SP,43248.0,5743.0
2020,Jambeiro - SP,399.0,74.0
2020,Jampruca - MG,806.0,254.0
2020,Janaúba - MG,1529.0,662.0
2020,Jandaia - GO,125786.0,19811.0
2020,Jandaia do Sul - PR,45613.0,9573.0
2020,Jandaíra - BA,687.0,254.0
2020,Jandaíra - RN,2738.0,638.0
2020,Janduís - RN,312.0,400.0
2020,Jangada - MT,15685.0,3481.0
2020,Janiópolis - PR,212594.0,37902.0
2020,Januária - MG,14018.0,4703.0
2020,Januário Cicco - RN,9199.0,2505.0
2020,Japaratinga - AL,4527.0,784.0
2020,Japaratuba - SE,35460.0,7618.0
2020,Japaraíba - MG,32312.0,5109.0
2020,Japeri - RJ,6825.0,404.0
2020,Japi - RN,50.0,170.0
2020,Japira - PR,34039.0,7886.0
2020,Japoatã - SE,22010.0,5190.0
2020,Japonvar - MG,3233.0,1007.0
2020,Japorã - MS,31282.0,5832.0
2020,Japurá - AM,3771.0,323.0
2020,Japurá - PR,82187.0,21393.0
2020,Jaqueira - PE,2935.0,600.0
2020,Jaquirana - RS,2293.0,910.0
2020,Jaraguari - MS,112406.0,28055.0
2020,Jaraguá - GO,35390.0,6371.0
2020,Jaraguá do Sul - SC,14381.0,1230.0
2020,Jaramataia - AL,221.0,211.0
2020,Jardim - CE,4908.0,2447.0
2020,Jardim - MS,119933.0,26089.0
2020,Jardim Alegre - PR,100607.0,21303.0
2020,Jardim Olinda - PR,25696.0,5631.0
2020,Jardim de Angicos - RN,242.0,238.0
2020,Jardim de Piranhas - RN,224.0,69.0
2020,Jardim do Mulato - PI,1058.0,832.0
2020,Jardim do Seridó - RN,218.0,255.0
2020,Jardinópolis - SC,4335.0,944.0
2020,Jardinópolis - SP,279701.0,40507.0
2020,Jari - RS,134727.0,60891.0
2020,Jarinu - SP,1718.0,439.0
2020,Jaru - RO,25099.0,1178.0
2020,Jataizinho - PR,76535.0,15790.0
2020,Jataí - GO,2679437.0,536400.0
2020,Jataúba - PE,226.0,266.0
2020,Jateí - MS,316655.0,60550.0
2020,Jati - CE,6765.0,1840.0
2020,Jatobá - MA,5537.0,2849.0
2020,Jatobá - PE,252.0,176.0
2020,Jatobá do Piauí - PI,5182.0,1567.0
2020,Jaupaci - GO,12607.0,2565.0
2020,Jauru - MT,922.0,151.0
2020,Jaçanã - RN,1287.0,610.0
2020,Jaíba - MG,119253.0,11179.0
2020,Jaú - SP,186927.0,47897.0
2020,Jaú do Tocantins - TO,20292.0,2815.0
2020,Jeceaba - MG,1279.0,284.0
2020,Jenipapo de Minas - MG,403.0,214.0
2020,Jenipapo dos Vieiras - MA,1605.0,1355.0
2020,Jequeri - MG,6882.0,1711.0
2020,Jequitaí - MG,10243.0,1452.0
2020,Jequitibá - MG,9005.0,537.0
2020,Jequitinhonha - MG,2605.0,805.0
2020,Jequiá da Praia - AL,37037.0,9142.0
2020,Jequié - BA,2455.0,792.0
2020,Jeremoabo - BA,43972.0,20131.0
2020,Jericó - PB,425.0,350.0
2020,Jeriquara - SP,25226.0,5943.0
2020,Jerumenha - PI,441.0,370.0
2020,Jerônimo Monteiro - ES,107.0,30.0
2020,Jesuânia - MG,1690.0,375.0
2020,Jesuítas - PR,110545.0,28531.0
2020,Jesúpolis - GO,612.0,85.0
2020,Ji-Paraná - RO,5969.0,268.0
2020,Jijoca de Jericoacoara - CE,2714.0,1829.0
2020,Jiquiriçá - BA,450.0,182.0
2020,Jitaúna - BA,1999.0,219.0
2020,Joanésia - MG,1001.0,306.0
2020,Joanópolis - SP,2298.0,237.0
2020,Joaquim Felício - MG,1856.0,442.0
2020,Joaquim Gomes - AL,19015.0,1855.0
2020,Joaquim Nabuco - PE,7490.0,1150.0
2020,Joaquim Pires - PI,1984.0,1878.0
2020,Joaquim Távora - PR,29197.0,5152.0
2020,Joaçaba - SC,22715.0,3657.0
2020,Joaíma - MG,1354.0,473.0
2020,Joca Claudino - PB,395.0,609.0
2020,Joca Marques - PI,1133.0,593.0
2020,Joinville - SC,27915.0,3887.0
2020,Jordânia - MG,888.0,281.0
2020,Jordão - AC,5652.0,1111.0
2020,Joselândia - MA,965.0,760.0
2020,Josenópolis - MG,521.0,256.0
2020,José Boiteux - SC,26815.0,1604.0
2020,José Bonifácio - SP,258614.0,44624.0
2020,José Gonçalves de Minas - MG,1163.0,349.0
2020,José Raydan - MG,2214.0,282.0
2020,José da Penha - RN,598.0,880.0
2020,José de Freitas - PI,35374.0,7156.0
2020,Joviânia - GO,163388.0,35297.0
2020,João Alfredo - PE,3509.0,1257.0
2020,João Costa - PI,664.0,449.0
2020,João Câmara - RN,1614.0,596.0
2020,João Dias - RN,389.0,334.0
2020,João Dourado - BA,67776.0,3517.0
2020,João Lisboa - MA,1284.0,362.0
2020,João Monlevade - MG,88.0,21.0
2020,João Neiva - ES,521.0,79.0
2020,João Pessoa - PB,971.0,88.0
2020,João Pinheiro - MG,305668.0,53588.0
2020,João Ramalho - SP,87588.0,16760.0
2020,Juara - MT,306697.0,74065.0
2020,Juarez Távora - PB,1825.0,1193.0
2020,Juarina - TO,1795.0,195.0
2020,Juatuba - MG,387.0,44.0
2020,Juazeirinho - PB,2102.0,1780.0
2020,Juazeiro - BA,243232.0,20083.0
2020,Juazeiro do Norte - CE,3875.0,1439.0
2020,Juazeiro do Piauí - PI,1398.0,1517.0
2020,Jucati - PE,16631.0,5582.0
2020,Jucurutu - RN,1073.0,141.0
2020,Jucuruçu - BA,3244.0,942.0
2020,Jucás - CE,8664.0,5048.0
2020,Juiz de Fora - MG,1357.0,241.0
2020,Jumirim - SP,4344.0,610.0
2020,Junco do Maranhão - MA,600.0,350.0
2020,Junco do Seridó - PB,829.0,1240.0
2020,Jundiaí - SP,1995.0,296.0
2020,Jundiaí do Sul - PR,81417.0,14425.0
2020,Jundiá - AL,8104.0,1562.0
2020,Jundiá - RN,3894.0,495.0
2020,Junqueiro - AL,54663.0,11811.0
2020,Junqueirópolis - SP,121842.0,25964.0
2020,Jupi - PE,10322.0,6718.0
2020,Jupiá - SC,17120.0,3426.0
2020,Juquiá - SP,664.0,82.0
2020,Juramento - MG,1034.0,568.0
2020,Juranda - PR,301215.0,54511.0
2020,Jurema - PE,2832.0,2770.0
2020,Jurema - PI,2713.0,2880.0
2020,Juripiranga - PB,27077.0,4510.0
2020,Juru - PB,4054.0,2585.0
2020,Juruaia - MG,5110.0,922.0
2020,Juruena - MT,10113.0,2148.0
2020,Juruti - PA,61340.0,10172.0
2020,Juruá - AM,1172.0,110.0
2020,Juscimeira - MT,265173.0,49881.0
2020,Jussara - BA,9873.0,4215.0
2020,Jussara - GO,110755.0,14905.0
2020,Jussara - PR,105973.0,27409.0
2020,Jussari - BA,60.0,20.0
2020,Jussiape - BA,1522.0,470.0
2020,Jutaí - AM,10349.0,891.0
2020,Juti - MS,292118.0,51101.0
2020,Juvenília - MG,2576.0,604.0
2020,Juína - MT,83214.0,17703.0
2020,Jóia - RS,290774.0,120625.0
2020,Júlio Borges - PI,1799.0,1150.0
2020,Júlio Mesquita - SP,9747.0,720.0
2020,Júlio de Castilhos - RS,322190.0,113234.0
2020,Kaloré - PR,99107.0,22596.0
2020,Lacerdópolis - SC,9981.0,1730.0
2020,Ladainha - MG,6307.0,1991.0
2020,Ladário - MS,637.0,12.0
2020,Lafaiete Coutinho - BA,1259.0,459.0
2020,Lagamar - MG,50423.0,7677.0
2020,Lagarto - SE,34086.0,5598.0
2020,Lages - SC,52885.0,14705.0
2020,Lago Verde - MA,615.0,573.0
2020,Lago da Pedra - MA,9937.0,5245.0
2020,Lago do Junco - MA,1186.0,884.0
2020,Lago dos Rodrigues - MA,2055.0,955.0
2020,Lagoa - PB,193.0,143.0
2020,Lagoa Alegre - PI,1576.0,890.0
2020,Lagoa Bonita do Sul - RS,30346.0,3720.0
2020,Lagoa Dourada - MG,81291.0,11738.0
2020,Lagoa Formosa - MG,131789.0,24448.0
2020,Lagoa Grande - MG,38845.0,5846.0
2020,Lagoa Grande - PE,24179.0,1896.0
2020,Lagoa Grande do Maranhão - MA,1214.0,1346.0
2020,Lagoa Nova - RN,3325.0,2900.0
2020,Lagoa Real - BA,1016.0,644.0
2020,Lagoa Salgada - RN,188.0,122.0
2020,Lagoa Santa - GO,182.0,20.0
2020,Lagoa Santa - MG,339.0,28.0
2020,Lagoa Seca - PB,6128.0,1368.0
2020,Lagoa Vermelha - RS,246215.0,59589.0
2020,Lagoa d'Anta - RN,8027.0,1713.0
2020,Lagoa da Canoa - AL,15860.0,4380.0
2020,Lagoa da Confusão - TO,1097513.0,108746.0
2020,Lagoa da Prata - MG,68016.0,10731.0
2020,Lagoa de Dentro - PB,16090.0,785.0
2020,Lagoa de Itaenga - PE,17043.0,2741.0
2020,Lagoa de Pedras - RN,1716.0,220.0
2020,Lagoa de São Francisco - PI,836.0,1260.0
2020,Lagoa de Velhos - RN,549.0,507.0
2020,Lagoa do Barro do Piauí - PI,482.0,1491.0
2020,Lagoa do Carro - PE,3654.0,615.0
2020,Lagoa do Mato - MA,7096.0,2430.0
2020,Lagoa do Ouro - PE,3077.0,568.0
2020,Lagoa do Piauí - PI,1328.0,747.0
2020,Lagoa do Sítio - PI,4560.0,3973.0
2020,Lagoa do Tocantins - TO,8607.0,2767.0
2020,Lagoa dos Gatos - PE,1254.0,890.0
2020,Lagoa dos Patos - MG,935.0,588.0
2020,Lagoa dos Três Cantos - RS,25146.0,13111.0
2020,Lagoinha - SP,2082.0,281.0
2020,Lagoinha do Piauí - PI,567.0,378.0
2020,Lagoão - RS,57354.0,15002.0
2020,Laguna - SC,13470.0,1228.0
2020,Laguna Carapã - MS,695958.0,191233.0
2020,Laje - BA,20551.0,3835.0
2020,Laje do Muriaé - RJ,143.0,4.0
2020,Lajeado - RS,5249.0,1380.0
2020,Lajeado - TO,1941.0,360.0
2020,Lajeado Grande - SC,20275.0,3938.0
2020,Lajeado Novo - MA,3696.0,933.0
2020,Lajeado do Bugre - RS,23480.0,7261.0
2020,Lajedinho - BA,368.0,155.0
2020,Lajedo - PE,2094.0,1255.0
2020,Lajedo do Tabocal - BA,3593.0,310.0
2020,Lajedão - BA,36261.0,7196.0
2020,Lajes - RN,131.0,170.0
2020,Lajes Pintadas - RN,696.0,425.0
2020,Lajinha - MG,2249.0,806.0
2020,Lamarão - BA,5470.0,3358.0
2020,Lambari - MG,2583.0,563.0
2020,Lambari D'Oeste - MT,62382.0,11432.0
2020,Lamim - MG,2082.0,534.0
2020,Landri Sales - PI,21110.0,7856.0
2020,Lapa - PR,469629.0,74160.0
2020,Lapão - BA,37906.0,5213.0
2020,Laranja da Terra - ES,10317.0,294.0
2020,Laranjal - MG,188.0,43.0
2020,Laranjal - PR,19561.0,4017.0
2020,Laranjal Paulista - SP,20610.0,4762.0
2020,Laranjal do Jari - AP,6730.0,1192.0
2020,Laranjeiras - SE,37491.0,7011.0
2020,Laranjeiras do Sul - PR,156352.0,30135.0
2020,Lassance - MG,13698.0,2143.0
2020,Lastro - PB,362.0,227.0
2020,Laurentino - SC,6116.0,648.0
2020,Lauro Müller - SC,5763.0,503.0
2020,Lauro de Freitas - BA,39.0,7.0
2020,Lavandeira - TO,1206.0,137.0
2020,Lavras - MG,32232.0,6162.0
2020,Lavras da Mangabeira - CE,6484.0,3633.0
2020,Lavras do Sul - RS,95063.0,37555.0
2020,Lavrinhas - SP,782.0,59.0
2020,Lavínia - SP,154646.0,24204.0
2020,Leandro Ferreira - MG,380.0,114.0
2020,Lebon Régis - SC,144955.0,8460.0
2020,Leme - SP,197651.0,29394.0
2020,Leme do Prado - MG,657.0,181.0
2020,Lençóis - BA,1301.0,507.0
2020,Lençóis Paulista - SP,225302.0,43270.0
2020,Leoberto Leal - SC,63549.0,3069.0
2020,Leopoldina - MG,2097.0,273.0
2020,Leopoldo de Bulhões - GO,53883.0,12350.0
2020,Leópolis - PR,188608.0,43990.0
2020,Liberato Salzano - RS,21168.0,11776.0
2020,Liberdade - MG,1056.0,200.0
2020,Licínio de Almeida - BA,2491.0,1850.0
2020,Lidianópolis - PR,67128.0,13152.0
2020,Lima Campos - MA,1140.0,1043.0
2020,Lima Duarte - MG,1955.0,484.0
2020,Limeira - SP,75768.0,12510.0
2020,Limeira do Oeste - MG,256873.0,43886.0
2020,Limoeiro - PE,6221.0,2124.0
2020,Limoeiro de Anadia - AL,34576.0,7088.0
2020,Limoeiro do Ajuru - PA,4210.0,570.0
2020,Limoeiro do Norte - CE,30878.0,7972.0
2020,Lindoeste - PR,80678.0,14202.0
2020,Lindolfo Collor - RS,2687.0,325.0
2020,Lindóia - SP,1348.0,69.0
2020,Lindóia do Sul - SC,7362.0,1400.0
2020,Linha Nova - RS,2506.0,252.0
2020,Linhares - ES,42017.0,11673.0
2020,Lins - SP,137539.0,27425.0
2020,Livramento - PB,1389.0,1666.0
2020,Livramento de Nossa Senhora - BA,3996.0,2139.0
2020,Lizarda - TO,28283.0,6966.0
2020,Loanda - PR,60997.0,9346.0
2020,Lobato - PR,93648.0,18269.0
2020,Logradouro - PB,703.0,323.0
2020,Londrina - PR,612862.0,120307.0
2020,Lontra - MG,1130.0,354.0
2020,Lontras - SC,15001.0,1560.0
2020,Lorena - SP,1855.0,241.0
2020,Loreto - MA,261645.0,53234.0
2020,Lourdes - SP,24565.0,4350.0
2020,Louveira - SP,514.0,82.0
2020,Lucas do Rio Verde - MT,2356441.0,447561.0
2020,Lucena - PB,11246.0,1929.0
2020,Lucianópolis - SP,14480.0,1431.0
2020,Luciara - MT,3485.0,845.0
2020,Lucrécia - RN,412.0,421.0
2020,Lucélia - SP,37744.0,9047.0
2020,Luisburgo - MG,3108.0,1187.0
2020,Luislândia - MG,1089.0,445.0
2020,Luiz Alves - SC,7718.0,712.0
2020,Luiziana - PR,463232.0,83606.0
2020,Luiziânia - SP,32437.0,6061.0
2020,Luminárias - MG,34150.0,6522.0
2020,Lunardelli - PR,51888.0,10632.0
2020,Lupionópolis - PR,51652.0,12248.0
2020,Lupércio - SP,11740.0,1598.0
2020,Lutécia - SP,93345.0,16605.0
2020,Luz - MG,109887.0,19103.0
2020,Luzerna - SC,10488.0,1687.0
2020,Luzilândia - PI,3441.0,2138.0
2020,Luzinópolis - TO,4702.0,769.0
2020,Luziânia - GO,580612.0,95850.0
2020,Luís Antônio - SP,275216.0,38100.0
2020,Luís Correia - PI,19364.0,10589.0
2020,Luís Domingues - MA,428.0,206.0
2020,Luís Eduardo Magalhães - BA,1509813.0,215581.0
2020,Luís Gomes - RN,739.0,607.0
2020,Lábrea - AM,15679.0,1733.0
2020,Macajuba - BA,1094.0,801.0
2020,Macambira - SE,19918.0,3120.0
2020,Macaparana - PE,9803.0,1661.0
2020,Macapá - AP,26295.0,9592.0
2020,Macarani - BA,439.0,75.0
2020,Macatuba - SP,98572.0,15757.0
2020,Macau - RN,5058.0,576.0
2020,Macaubal - SP,45567.0,7225.0
2020,Macaé - RJ,4232.0,638.0
2020,Macaíba - RN,4740.0,570.0
2020,Macaúbas - BA,7302.0,6542.0
2020,Macedônia - SP,37389.0,6640.0
2020,Maceió - AL,13589.0,3205.0
2020,Machacalis - MG,502.0,130.0
2020,Machadinho - RS,79699.0,14496.0
2020,Machadinho D'Oeste - RO,75000.0,15864.0
2020,Machado - MG,52799.0,10690.0
2020,Machados - PE,630.0,260.0
2020,Macieira - SC,16333.0,1540.0
2020,Macuco - RJ,43.0,2.0
2020,Macururé - BA,5.0,44.0
2020,Madalena - CE,5803.0,11728.0
