ano,municipio,produto,2020,2021,2022
0,Barra dos Coqueiros - SE,Valor da produção,35.0,47.0,57.0
0,Barra dos Coqueiros - SE,Área colhida,10.0,9.0,8.0
0,Barracão - PR,Valor da produção,29031.0,48195.0,35037.0
0,Barracão - PR,Área colhida,5052.0,5306.0,6159.0
0,Barracão - RS,Valor da produção,101941.0,253392.0,190326.0
0,Barracão - RS,Área colhida,30509.0,32584.0,32709.0
0,Barras - PI,Valor da produção,10906.0,13743.0,13521.0
0,Barras - PI,Área colhida,5057.0,5316.0,5371.0
0,Barreira - CE,Valor da produção,2818.0,4654.0,2847.0
0,Barreira - CE,Área colhida,1837.0,1870.0,2127.0
0,Barreiras - BA,Valor da produção,1875662.0,2735868.0,3221175.0
0,Barreiras - BA,Área colhida,254388.0,258583.0,257970.0
0,Barreiras do Piauí - PI,Valor da produção,101044.0,188045.0,110123.0
0,Barreiras do Piauí - PI,Área colhida,21604.0,18668.0,12372.0
0,Barreirinha - AM,Valor da produção,2433.0,1732.0,1623.0
0,Barreirinha - AM,Área colhida,183.0,139.0,117.0
0,Barreirinhas - MA,Valor da produção,5318.0,4306.0,4316.0
0,Barreirinhas - MA,Área colhida,2080.0,1800.0,1805.0
0,Barreiros - PE,Valor da produção,14185.0,11965.0,17731.0
0,Barreiros - PE,Área colhida,2380.0,1778.0,1870.0
0,Barretos - SP,Valor da produção,514978.0,719051.0,985558.0
0,Barretos - SP,Área colhida,78701.0,91597.0,93022.0
0,Barrinha - SP,Valor da produção,71288.0,105511.0,121671.0
0,Barrinha - SP,Área colhida,11033.0,11033.0,11033.0
0,Barro - CE,Valor da produção,9945.0,14043.0,14665.0
0,Barro - CE,Área colhida,4240.0,4513.0,4839.0
0,Barro Alto - BA,Valor da produção,29039.0,28774.0,33976.0
0,Barro Alto - BA,Área colhida,5097.0,4908.0,4571.0
0,Barro Alto - GO,Valor da produção,43995.0,67281.0,93544.0
0,Barro Alto - GO,Área colhida,10125.0,12843.0,12088.0
0,Barro Duro - PI,Valor da produção,3690.0,3578.0,4373.0
0,Barro Duro - PI,Área colhida,1051.0,1014.0,1011.0
0,Barro Preto - BA,Valor da produção,83.0,105.0,93.0
0,Barro Preto - BA,Área colhida,15.0,15.0,15.0
0,Barrocas - BA,Valor da produção,3416.0,1745.0,1840.0
0,Barrocas - BA,Área colhida,3580.0,2045.0,2555.0
0,Barrolândia - TO,Valor da produção,9047.0,10119.0,12915.0
0,Barrolândia - TO,Área colhida,185.0,291.0,796.0
0,Barroquinha - CE,Valor da produção,1357.0,2064.0,2607.0
0,Barroquinha - CE,Área colhida,1453.0,1510.0,1507.0
0,Barros Cassal - RS,Valor da produção,85841.0,142178.0,118464.0
0,Barros Cassal - RS,Área colhida,14623.0,14987.0,15425.0
0,Barroso - MG,Valor da produção,637.0,664.0,680.0
0,Barroso - MG,Área colhida,131.0,81.0,87.0
0,Barão - RS,Valor da produção,5946.0,12037.0,10754.0
0,Barão - RS,Área colhida,960.0,980.0,980.0
0,Barão de Antonina - SP,Valor da produção,32669.0,58260.0,79040.0
0,Barão de Antonina - SP,Área colhida,5191.0,5146.0,5388.0
0,Barão de Cocais - MG,Valor da produção,578.0,845.0,736.0
0,Barão de Cocais - MG,Área colhida,131.0,116.0,106.0
0,Barão de Cotegipe - RS,Valor da produção,56192.0,108046.0,61167.0
0,Barão de Cotegipe - RS,Área colhida,12226.0,12408.0,11212.0
0,Barão de Grajaú - MA,Valor da produção,1485.0,1938.0,2097.0
0,Barão de Grajaú - MA,Área colhida,916.0,945.0,927.0
0,Barão de Melgaço - MT,Valor da produção,850.0,1894.0,1169.0
0,Barão de Melgaço - MT,Área colhida,82.0,82.0,120.0
0,Barão do Monte Alto - MG,Valor da produção,280.0,701.0,375.0
0,Barão do Monte Alto - MG,Área colhida,53.0,91.0,51.0
0,Barão do Triunfo - RS,Valor da produção,49502.0,77489.0,117948.0
0,Barão do Triunfo - RS,Área colhida,5533.0,5628.0,5638.0
0,Bastos - SP,Valor da produção,12133.0,14231.0,17450.0
0,Bastos - SP,Área colhida,2010.0,1870.0,2050.0
0,Bataguassu - MS,Valor da produção,51266.0,54841.0,96652.0
0,Bataguassu - MS,Área colhida,12809.0,12748.0,19113.0
0,Batalha - AL,Valor da produção,62.0,2117.0,1532.0
0,Batalha - AL,Área colhida,4.0,478.0,425.0
0,Batalha - PI,Valor da produção,3815.0,4959.0,4597.0
0,Batalha - PI,Área colhida,3652.0,3671.0,3543.0
0,Batatais - SP,Valor da produção,362188.0,413101.0,361855.0
0,Batatais - SP,Área colhida,51045.0,51045.0,51045.0
0,Batayporã - MS,Valor da produção,243425.0,330739.0,262787.0
0,Batayporã - MS,Área colhida,52550.0,41707.0,53953.0
0,Baturité - CE,Valor da produção,10034.0,10188.0,9518.0
0,Baturité - CE,Área colhida,5710.0,5719.0,5515.0
0,Bauru - SP,Valor da produção,16682.0,19331.0,36265.0
0,Bauru - SP,Área colhida,2509.0,2236.0,3021.0
0,Bayeux - PB,Valor da produção,89.0,116.0,110.0
0,Bayeux - PB,Área colhida,5.0,7.0,6.0
0,Baía Formosa - RN,Valor da produção,148891.0,152221.0,171964.0
0,Baía Formosa - RN,Área colhida,19180.0,19115.0,19105.0
0,Baía da Traição - PB,Valor da produção,8055.0,11891.0,13764.0
0,Baía da Traição - PB,Área colhida,1407.0,1439.0,1443.0
0,Bebedouro - SP,Valor da produção,198132.0,336523.0,403869.0
0,Bebedouro - SP,Área colhida,42287.0,42413.0,42624.0
0,Beberibe - CE,Valor da produção,5060.0,5262.0,7637.0
0,Beberibe - CE,Área colhida,2778.0,2839.0,3167.0
0,Bela Cruz - CE,Valor da produção,13490.0,23913.0,22626.0
0,Bela Cruz - CE,Área colhida,8329.0,7947.0,7585.0
0,Bela Vista - MS,Valor da produção,269777.0,435152.0,550857.0
0,Bela Vista - MS,Área colhida,66675.0,53739.0,75689.0
0,Bela Vista da Caroba - PR,Valor da produção,42364.0,71615.0,42800.0
0,Bela Vista da Caroba - PR,Área colhida,10008.0,9590.0,12263.0
0,Bela Vista de Goiás - GO,Valor da produção,138508.0,352881.0,371619.0
0,Bela Vista de Goiás - GO,Área colhida,28941.0,39153.0,37951.0
0,Bela Vista de Minas - MG,Valor da produção,104.0,63.0,75.0
0,Bela Vista de Minas - MG,Área colhida,27.0,15.0,13.0
0,Bela Vista do Maranhão - MA,Valor da produção,242.0,290.0,337.0
0,Bela Vista do Maranhão - MA,Área colhida,209.0,192.0,174.0
0,Bela Vista do Paraíso - PR,Valor da produção,166780.0,173060.0,243732.0
0,Bela Vista do Paraíso - PR,Área colhida,33473.0,32157.0,33473.0
0,Bela Vista do Piauí - PI,Valor da produção,1995.0,2371.0,1277.0
0,Bela Vista do Piauí - PI,Área colhida,2260.0,2261.0,2281.0
0,Bela Vista do Toldo - SC,Valor da produção,111224.0,143404.0,155327.0
0,Bela Vista do Toldo - SC,Área colhida,11690.0,12530.0,12910.0
0,Belmiro Braga - MG,Valor da produção,366.0,655.0,446.0
0,Belmiro Braga - MG,Área colhida,74.0,79.0,59.0
0,Belmonte - BA,Valor da produção,981.0,1302.0,1566.0
0,Belmonte - BA,Área colhida,344.0,346.0,344.0
0,Belmonte - SC,Valor da produção,19430.0,11384.0,23067.0
0,Belmonte - SC,Área colhida,3225.0,1870.0,3040.0
0,Belo Campo - BA,Valor da produção,4018.0,5117.0,6444.0
0,Belo Campo - BA,Área colhida,1602.0,1670.0,1702.0
0,Belo Jardim - PE,Valor da produção,1522.0,2008.0,1528.0
0,Belo Jardim - PE,Área colhida,745.0,780.0,928.0
0,Belo Monte - AL,Valor da produção,509.0,1690.0,1367.0
0,Belo Monte - AL,Área colhida,107.0,435.0,494.0
0,Belo Oriente - MG,Valor da produção,1039.0,1688.0,1474.0
0,Belo Oriente - MG,Área colhida,274.0,356.0,279.0
0,Belo Vale - MG,Valor da produção,3321.0,7734.0,6207.0
0,Belo Vale - MG,Área colhida,298.0,422.0,320.0
0,Belterra - PA,Valor da produção,92353.0,223121.0,421738.0
0,Belterra - PA,Área colhida,31555.0,45282.0,58032.0
0,Belágua - MA,Valor da produção,1107.0,1750.0,1653.0
0,Belágua - MA,Área colhida,629.0,654.0,517.0
0,Belém - AL,Valor da produção,843.0,1373.0,1271.0
0,Belém - AL,Área colhida,285.0,285.0,221.0
0,Belém - PB,Valor da produção,2628.0,3357.0,3184.0
0,Belém - PB,Área colhida,1075.0,1097.0,965.0
0,Belém de Maria - PE,Valor da produção,8978.0,10937.0,8483.0
0,Belém de Maria - PE,Área colhida,900.0,716.0,470.0
0,Belém do Brejo do Cruz - PB,Valor da produção,493.0,184.0,394.0
0,Belém do Brejo do Cruz - PB,Área colhida,333.0,182.0,229.0
0,Belém do Piauí - PI,Valor da produção,4595.0,1382.0,533.0
0,Belém do Piauí - PI,Área colhida,3230.0,1438.0,915.0
0,Belém do São Francisco - PE,Valor da produção,10715.0,9507.0,68099.0
0,Belém do São Francisco - PE,Área colhida,527.0,479.0,1055.0
0,Beneditinos - PI,Valor da produção,3160.0,2670.0,4016.0
0,Beneditinos - PI,Área colhida,1535.0,1535.0,1535.0
0,Benedito Leite - MA,Valor da produção,15293.0,38924.0,60989.0
0,Benedito Leite - MA,Área colhida,4774.0,5716.0,7422.0
0,Benedito Novo - SC,Valor da produção,4250.0,6560.0,8539.0
0,Benedito Novo - SC,Área colhida,801.0,801.0,799.0
0,Benjamin Constant - AM,Valor da produção,5000.0,5072.0,7673.0
0,Benjamin Constant - AM,Área colhida,253.0,280.0,274.0
0,Benjamin Constant do Sul - RS,Valor da produção,9636.0,18690.0,14331.0
0,Benjamin Constant do Sul - RS,Área colhida,2689.0,2801.0,2899.0
0,Bento Fernandes - RN,Valor da produção,239.0,800.0,1828.0
0,Bento Fernandes - RN,Área colhida,200.0,100.0,332.0
0,Bento Gonçalves - RS,Valor da produção,3715.0,3388.0,3939.0
0,Bento Gonçalves - RS,Área colhida,277.0,214.0,215.0
0,Bento de Abreu - SP,Valor da produção,107343.0,120069.0,142139.0
0,Bento de Abreu - SP,Área colhida,18420.0,17005.0,17400.0
0,Bequimão - MA,Valor da produção,2493.0,2394.0,2347.0
0,Bequimão - MA,Área colhida,1718.0,1553.0,1346.0
0,Berilo - MG,Valor da produção,2899.0,3486.0,3967.0
0,Berilo - MG,Área colhida,524.0,674.0,755.0
0,Berizal - MG,Valor da produção,412.0,473.0,699.0
0,Berizal - MG,Área colhida,236.0,251.0,260.0
0,Bernardino Batista - PB,Valor da produção,516.0,636.0,822.0
0,Bernardino Batista - PB,Área colhida,503.0,531.0,540.0
0,Bernardino de Campos - SP,Valor da produção,60721.0,88343.0,92914.0
0,Bernardino de Campos - SP,Área colhida,10370.0,11455.0,10755.0
0,Bernardo Sayão - TO,Valor da produção,4542.0,12799.0,38235.0
0,Bernardo Sayão - TO,Área colhida,670.0,1357.0,4857.0
0,Bernardo do Mearim - MA,Valor da produção,461.0,456.0,559.0
0,Bernardo do Mearim - MA,Área colhida,440.0,420.0,442.0
0,Bertolínia - PI,Valor da produção,1009.0,1198.0,1812.0
0,Bertolínia - PI,Área colhida,670.0,670.0,821.0
0,Bertópolis - MG,Valor da produção,548.0,647.0,832.0
0,Bertópolis - MG,Área colhida,121.0,104.0,109.0
0,Beruri - AM,Valor da produção,448.0,1487.0,2438.0
0,Beruri - AM,Área colhida,75.0,311.0,321.0
0,Betim - MG,Valor da produção,872.0,1220.0,1403.0
0,Betim - MG,Área colhida,124.0,121.0,108.0
0,Betânia - PE,Valor da produção,1564.0,1542.0,1836.0
0,Betânia - PE,Área colhida,5041.0,3839.0,5039.0
0,Betânia do Piauí - PI,Valor da produção,2895.0,822.0,1378.0
0,Betânia do Piauí - PI,Área colhida,2616.0,681.0,1730.0
0,Bezerros - PE,Valor da produção,3916.0,1011.0,1167.0
0,Bezerros - PE,Área colhida,840.0,725.0,946.0
0,Bias Fortes - MG,Valor da produção,558.0,669.0,612.0
0,Bias Fortes - MG,Área colhida,151.0,146.0,135.0
0,Bicas - MG,Valor da produção,355.0,549.0,546.0
0,Bicas - MG,Área colhida,36.0,49.0,53.0
0,Biguaçu - SC,Valor da produção,5940.0,8787.0,11528.0
0,Biguaçu - SC,Área colhida,530.0,529.0,530.0
0,Bilac - SP,Valor da produção,40844.0,61056.0,77859.0
0,Bilac - SP,Área colhida,8468.0,7014.0,6872.0
0,Biquinhas - MG,Valor da produção,1382.0,3653.0,4391.0
0,Biquinhas - MG,Área colhida,184.0,336.0,396.0
0,Birigui - SP,Valor da produção,128740.0,189350.0,335222.0
0,Birigui - SP,Área colhida,30516.0,31894.0,39811.0
0,Biritiba Mirim - SP,Valor da produção,1068.0,1068.0,1592.0
0,Biritiba Mirim - SP,Área colhida,29.0,29.0,38.0
0,Biritinga - BA,Valor da produção,7646.0,2728.0,2901.0
0,Biritinga - BA,Área colhida,4161.0,1794.0,4050.0
0,Bituruna - PR,Valor da produção,35682.0,49597.0,48722.0
0,Bituruna - PR,Área colhida,6992.0,7311.0,7382.0
0,Blumenau - SC,Valor da produção,802.0,1277.0,1590.0
0,Blumenau - SC,Área colhida,166.0,166.0,166.0
0,Boa Esperança - ES,Valor da produção,1501.0,2205.0,2229.0
0,Boa Esperança - ES,Área colhida,392.0,480.0,400.0
0,Boa Esperança - MG,Valor da produção,55027.0,103137.0,113326.0
0,Boa Esperança - MG,Área colhida,12237.0,11733.0,13304.0
0,Boa Esperança - PR,Valor da produção,235484.0,318000.0,296183.0
0,Boa Esperança - PR,Área colhida,41123.0,40306.0,44061.0
0,Boa Esperança do Iguaçu - PR,Valor da produção,40410.0,74788.0,51639.0
0,Boa Esperança do Iguaçu - PR,Área colhida,8433.0,10486.0,12438.0
0,Boa Esperança do Sul - SP,Valor da produção,211462.0,293175.0,383443.0
0,Boa Esperança do Sul - SP,Área colhida,37190.0,37191.0,37151.0
0,Boa Hora - PI,Valor da produção,8377.0,14625.0,14802.0
0,Boa Hora - PI,Área colhida,2298.0,2218.0,1963.0
0,Boa Nova - BA,Valor da produção,3311.0,4653.0,6078.0
0,Boa Nova - BA,Área colhida,936.0,464.0,582.0
0,Boa Ventura - PB,Valor da produção,618.0,2115.0,1268.0
0,Boa Ventura - PB,Área colhida,610.0,1640.0,689.0
0,Boa Ventura de São Roque - PR,Valor da produção,136795.0,267989.0,287437.0
0,Boa Ventura de São Roque - PR,Área colhida,28347.0,32374.0,34429.0
0,Boa Viagem - CE,Valor da produção,21354.0,21033.0,15839.0
0,Boa Viagem - CE,Área colhida,17338.0,22295.0,19289.0
0,Boa Vista - PB,Valor da produção,44.0,53.0,125.0
0,Boa Vista - PB,Área colhida,126.0,575.0,175.0
0,Boa Vista - RR,Valor da produção,61674.0,252642.0,371845.0
0,Boa Vista - RR,Área colhida,9950.0,26341.0,36969.0
0,Boa Vista da Aparecida - PR,Valor da produção,62427.0,62087.0,55710.0
0,Boa Vista da Aparecida - PR,Área colhida,10242.0,8867.0,8868.0
0,Boa Vista das Missões - RS,Valor da produção,92320.0,196787.0,135446.0
0,Boa Vista das Missões - RS,Área colhida,29728.0,30728.0,31526.0
0,Boa Vista do Buricá - RS,Valor da produção,16236.0,31343.0,16716.0
0,Boa Vista do Buricá - RS,Área colhida,4826.0,4826.0,4847.0
0,Boa Vista do Cadeado - RS,Valor da produção,155352.0,473908.0,201778.0
0,Boa Vista do Cadeado - RS,Área colhida,54521.0,54721.0,59705.0
0,Boa Vista do Gurupi - MA,Valor da produção,273.0,358.0,510.0
0,Boa Vista do Gurupi - MA,Área colhida,157.0,178.0,162.0
0,Boa Vista do Incra - RS,Valor da produção,70826.0,398675.0,171568.0
0,Boa Vista do Incra - RS,Área colhida,41909.0,42279.0,42867.0
0,Boa Vista do Ramos - AM,Valor da produção,5698.0,5466.0,4857.0
0,Boa Vista do Ramos - AM,Área colhida,497.0,476.0,371.0
0,Boa Vista do Sul - RS,Valor da produção,4145.0,6731.0,6678.0
0,Boa Vista do Sul - RS,Área colhida,626.0,621.0,572.0
0,Boa Vista do Tupim - BA,Valor da produção,2302.0,2762.0,3087.0
0,Boa Vista do Tupim - BA,Área colhida,908.0,899.0,905.0
0,Boca da Mata - AL,Valor da produção,56900.0,59624.0,72091.0
0,Boca da Mata - AL,Área colhida,11688.0,9688.0,11761.0
0,Boca do Acre - AM,Valor da produção,5846.0,6660.0,16890.0
0,Boca do Acre - AM,Área colhida,1024.0,1044.0,1958.0
0,Bocaina - PI,Valor da produção,4459.0,1935.0,2829.0
0,Bocaina - PI,Área colhida,2545.0,2072.0,1414.0
0,Bocaina - SP,Valor da produção,62262.0,125185.0,161095.0
0,Bocaina - SP,Área colhida,16704.0,16906.0,16745.0
0,Bocaina de Minas - MG,Valor da produção,629.0,1178.0,1062.0
0,Bocaina de Minas - MG,Área colhida,132.0,135.0,136.0
0,Bocaina do Sul - SC,Valor da produção,17903.0,28825.0,34936.0
0,Bocaina do Sul - SC,Área colhida,2905.0,2820.0,2775.0
0,Bocaiúva - MG,Valor da produção,6943.0,8068.0,7926.0
0,Bocaiúva - MG,Área colhida,3512.0,2509.0,1738.0
0,Bocaiúva do Sul - PR,Valor da produção,10058.0,15773.0,17410.0
0,Bocaiúva do Sul - PR,Área colhida,1545.0,1413.0,1374.0
0,Bodocó - PE,Valor da produção,13735.0,12577.0,11731.0
0,Bodocó - PE,Área colhida,11950.0,9050.0,10050.0
0,Bodoquena - MS,Valor da produção,34222.0,74116.0,100398.0
0,Bodoquena - MS,Área colhida,9125.0,12036.0,14670.0
0,Bodó - RN,Valor da produção,3046.0,3845.0,3888.0
0,Bodó - RN,Área colhida,1580.0,1605.0,1380.0
0,Bofete - SP,Valor da produção,3658.0,792.0,11756.0
0,Bofete - SP,Área colhida,560.0,140.0,705.0
0,Boituva - SP,Valor da produção,48771.0,63310.0,127844.0
0,Boituva - SP,Área colhida,7020.0,7151.0,7221.0
0,Bom Conselho - PE,Valor da produção,13367.0,18117.0,17117.0
0,Bom Conselho - PE,Área colhida,3378.0,4078.0,3333.0
0,Bom Despacho - MG,Valor da produção,55117.0,114437.0,161907.0
0,Bom Despacho - MG,Área colhida,9750.0,11935.0,14520.0
0,Bom Jardim - MA,Valor da produção,43100.0,65697.0,123637.0
0,Bom Jardim - MA,Área colhida,13241.0,13138.0,14369.0
0,Bom Jardim - PE,Valor da produção,13735.0,11364.0,16789.0
0,Bom Jardim - PE,Área colhida,3348.0,2303.0,2620.0
0,Bom Jardim - RJ,Valor da produção,40191.0,31541.0,36016.0
0,Bom Jardim - RJ,Área colhida,685.0,687.0,693.0
0,Bom Jardim da Serra - SC,Valor da produção,8105.0,11978.0,14282.0
0,Bom Jardim da Serra - SC,Área colhida,441.0,451.0,456.0
0,Bom Jardim de Goiás - GO,Valor da produção,43469.0,80534.0,144824.0
0,Bom Jardim de Goiás - GO,Área colhida,9875.0,9860.0,15060.0
0,Bom Jardim de Minas - MG,Valor da produção,744.0,843.0,762.0
0,Bom Jardim de Minas - MG,Área colhida,77.0,72.0,76.0
0,Bom Jesus - PB,Valor da produção,345.0,424.0,555.0
0,Bom Jesus - PB,Área colhida,264.0,262.0,380.0
0,Bom Jesus - PI,Valor da produção,509323.0,903969.0,1196143.0
0,Bom Jesus - PI,Área colhida,98728.0,110845.0,120670.0
0,Bom Jesus - RN,Valor da produção,5544.0,4534.0,7394.0
0,Bom Jesus - RN,Área colhida,1808.0,1106.0,2350.0
0,Bom Jesus - RS,Valor da produção,192770.0,425739.0,263302.0
0,Bom Jesus - RS,Área colhida,24350.0,24560.0,25510.0
0,Bom Jesus - SC,Valor da produção,25026.0,31066.0,39653.0
0,Bom Jesus - SC,Área colhida,4654.0,4861.0,5047.0
0,Bom Jesus da Lapa - BA,Valor da produção,9383.0,8947.0,11404.0
0,Bom Jesus da Lapa - BA,Área colhida,3748.0,4465.0,4304.0
0,Bom Jesus da Penha - MG,Valor da produção,28775.0,66752.0,67714.0
0,Bom Jesus da Penha - MG,Área colhida,6201.0,7091.0,7191.0
0,Bom Jesus da Serra - BA,Valor da produção,611.0,759.0,787.0
0,Bom Jesus da Serra - BA,Área colhida,630.0,651.0,619.0
0,Bom Jesus das Selvas - MA,Valor da produção,30784.0,42394.0,59681.0
0,Bom Jesus das Selvas - MA,Área colhida,8902.0,8947.0,9503.0
0,Bom Jesus de Goiás - GO,Valor da produção,662725.0,950857.0,1335212.0
0,Bom Jesus de Goiás - GO,Área colhida,129383.0,131943.0,141413.0
0,Bom Jesus do Amparo - MG,Valor da produção,441.0,589.0,579.0
0,Bom Jesus do Amparo - MG,Área colhida,61.0,58.0,53.0
0,Bom Jesus do Araguaia - MT,Valor da produção,702966.0,1238606.0,1995693.0
0,Bom Jesus do Araguaia - MT,Área colhida,172544.0,164961.0,188830.0
0,Bom Jesus do Galho - MG,Valor da produção,5192.0,6645.0,7029.0
0,Bom Jesus do Galho - MG,Área colhida,1630.0,1687.0,1625.0
0,Bom Jesus do Itabapoana - RJ,Valor da produção,3972.0,3485.0,2047.0
0,Bom Jesus do Itabapoana - RJ,Área colhida,106.0,100.0,126.0
0,Bom Jesus do Norte - ES,Valor da produção,247.0,259.0,363.0
0,Bom Jesus do Norte - ES,Área colhida,24.0,22.0,22.0
0,Bom Jesus do Oeste - SC,Valor da produção,21306.0,27804.0,31957.0
0,Bom Jesus do Oeste - SC,Área colhida,3205.0,3815.0,4000.0
0,Bom Jesus do Sul - PR,Valor da produção,35844.0,63186.0,50140.0
0,Bom Jesus do Sul - PR,Área colhida,7029.0,7624.0,8442.0
0,Bom Jesus do Tocantins - PA,Valor da produção,2509.0,3087.0,6000.0
0,Bom Jesus do Tocantins - PA,Área colhida,743.0,757.0,757.0
0,Bom Jesus do Tocantins - TO,Valor da produção,95275.0,150047.0,174224.0
0,Bom Jesus do Tocantins - TO,Área colhida,26039.0,22532.0,24470.0
0,Bom Jesus dos Perdões - SP,Valor da produção,290.0,409.0,716.0
0,Bom Jesus dos Perdões - SP,Área colhida,39.0,39.0,39.0
0,Bom Lugar - MA,Valor da produção,1297.0,1945.0,1917.0
0,Bom Lugar - MA,Área colhida,1349.0,1023.0,1035.0
0,Bom Princípio - RS,Valor da produção,7173.0,18663.0,7081.0
0,Bom Princípio - RS,Área colhida,861.0,851.0,473.0
0,Bom Princípio do Piauí - PI,Valor da produção,9268.0,17780.0,13354.0
0,Bom Princípio do Piauí - PI,Área colhida,6244.0,6035.0,6009.0
0,Bom Progresso - RS,Valor da produção,28387.0,47071.0,21795.0
0,Bom Progresso - RS,Área colhida,7046.0,7046.0,6873.0
0,Bom Repouso - MG,Valor da produção,39060.0,46724.0,58152.0
0,Bom Repouso - MG,Área colhida,1320.0,1415.0,1367.0
0,Bom Retiro - SC,Valor da produção,118758.0,170953.0,164097.0
0,Bom Retiro - SC,Área colhida,11960.0,12130.0,12820.0
0,Bom Retiro do Sul - RS,Valor da produção,4653.0,6410.0,3760.0
0,Bom Retiro do Sul - RS,Área colhida,742.0,781.0,712.0
0,Bom Sucesso - MG,Valor da produção,3948.0,7246.0,15054.0
0,Bom Sucesso - MG,Área colhida,838.0,792.0,1386.0
0,Bom Sucesso - PB,Valor da produção,907.0,698.0,919.0
0,Bom Sucesso - PB,Área colhida,722.0,826.0,614.0
0,Bom Sucesso - PR,Valor da produção,89647.0,117490.0,123414.0
0,Bom Sucesso - PR,Área colhida,16566.0,15732.0,19760.0
0,Bom Sucesso de Itararé - SP,Valor da produção,4630.0,3309.0,5203.0
0,Bom Sucesso de Itararé - SP,Área colhida,190.0,193.0,189.0
0,Bom Sucesso do Sul - PR,Valor da produção,168784.0,234754.0,277458.0
0,Bom Sucesso do Sul - PR,Área colhida,30255.0,31080.0,36015.0
0,Bonfim - MG,Valor da produção,6204.0,10590.0,12164.0
0,Bonfim - MG,Área colhida,664.0,630.0,587.0
0,Bonfim - RR,Valor da produção,217976.0,415017.0,456492.0
0,Bonfim - RR,Área colhida,29210.0,37885.0,38093.0
0,Bonfim do Piauí - PI,Valor da produção,1175.0,414.0,1055.0
0,Bonfim do Piauí - PI,Área colhida,2187.0,1432.0,2512.0
0,Bonfinópolis - GO,Valor da produção,3375.0,8165.0,8267.0
0,Bonfinópolis - GO,Área colhida,525.0,737.0,711.0
0,Bonfinópolis de Minas - MG,Valor da produção,228899.0,509996.0,520488.0
0,Bonfinópolis de Minas - MG,Área colhida,41079.0,46656.0,48238.0
0,Boninal - BA,Valor da produção,3891.0,5522.0,4980.0
0,Boninal - BA,Área colhida,328.0,1302.0,1308.0
0,Bonito - BA,Valor da produção,2246.0,3606.0,3744.0
0,Bonito - BA,Área colhida,616.0,693.0,702.0
0,Bonito - MS,Valor da produção,369953.0,620385.0,640455.0
0,Bonito - MS,Área colhida,94109.0,89744.0,115734.0
0,Bonito - PA,Valor da produção,2798.0,4543.0,5900.0
0,Bonito - PA,Área colhida,755.0,670.0,1060.0
0,Bonito - PE,Valor da produção,6662.0,793.0,747.0
0,Bonito - PE,Área colhida,660.0,140.0,140.0
0,Bonito de Minas - MG,Valor da produção,4429.0,6891.0,6237.0
0,Bonito de Minas - MG,Área colhida,1469.0,1895.0,1774.0
0,Bonito de Santa Fé - PB,Valor da produção,1420.0,2519.0,2538.0
0,Bonito de Santa Fé - PB,Área colhida,1210.0,1352.0,1360.0
0,Bonópolis - GO,Valor da produção,40218.0,83720.0,273031.0
0,Bonópolis - GO,Área colhida,11927.0,12909.0,26890.0
0,Boqueirão - PB,Valor da produção,3657.0,8502.0,7315.0
0,Boqueirão - PB,Área colhida,767.0,465.0,710.0
0,Boqueirão do Leão - RS,Valor da produção,56902.0,94820.0,119435.0
0,Boqueirão do Leão - RS,Área colhida,5796.0,6296.0,6388.0
0,Boqueirão do Piauí - PI,Valor da produção,970.0,1714.0,757.0
0,Boqueirão do Piauí - PI,Área colhida,794.0,847.0,847.0
0,Boquim - SE,Valor da produção,2637.0,3091.0,3621.0
0,Boquim - SE,Área colhida,645.0,635.0,664.0
0,Boquira - BA,Valor da produção,468.0,2005.0,1915.0
0,Boquira - BA,Área colhida,1083.0,2260.0,2175.0
0,Boracéia - SP,Valor da produção,30713.0,58961.0,79221.0
0,Boracéia - SP,Área colhida,8087.0,8154.0,8193.0
0,Borba - AM,Valor da produção,13878.0,14525.0,18963.0
0,Borba - AM,Área colhida,1326.0,1321.0,1301.0
0,Borborema - PB,Valor da produção,1776.0,2169.0,2450.0
0,Borborema - PB,Área colhida,580.0,575.0,615.0
0,Borborema - SP,Valor da produção,208595.0,285805.0,335646.0
0,Borborema - SP,Área colhida,33878.0,33742.0,33745.0
0,Borda da Mata - MG,Valor da produção,4217.0,7378.0,9215.0
0,Borda da Mata - MG,Área colhida,770.0,772.0,891.0
0,Borebi - SP,Valor da produção,30865.0,27537.0,43849.0
0,Borebi - SP,Área colhida,5873.0,4342.0,5608.0
0,Borrazópolis - PR,Valor da produção,125838.0,158272.0,158467.0
0,Borrazópolis - PR,Área colhida,25979.0,25199.0,28534.0
0,Borá - SP,Valor da produção,32051.0,41452.0,54993.0
0,Borá - SP,Área colhida,5687.0,5842.0,5992.0
0,Bossoroca - RS,Valor da produção,130645.0,407575.0,142633.0
0,Bossoroca - RS,Área colhida,60441.0,65801.0,60290.0
0,Botelhos - MG,Valor da produção,7357.0,9725.0,8324.0
0,Botelhos - MG,Área colhida,1283.0,868.0,817.0
0,Botucatu - SP,Valor da produção,147412.0,127535.0,273109.0
0,Botucatu - SP,Área colhida,29587.0,21929.0,31545.0
0,Botumirim - MG,Valor da produção,2281.0,3128.0,2576.0
0,Botumirim - MG,Área colhida,997.0,915.0,647.0
0,Botuporã - BA,Valor da produção,2152.0,2599.0,2589.0
0,Botuporã - BA,Área colhida,1700.0,1830.0,1778.0
