NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
6,Município,1006,Hectares,868,3108404,Botelhos - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3108503,Botumirim - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3128,3108503,Botumirim - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,915,3108503,Botumirim - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3108552,Brasilândia de Minas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,188565,3108552,Brasilândia de Minas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,17071,3108552,Brasilândia de Minas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3108602,Brasília de Minas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5960,3108602,Brasília de Minas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1589,3108602,Brasília de Minas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3108701,Brás Pires - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4177,3108701,Brás Pires - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,622,3108701,Brás Pires - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3108800,Braúnas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3483,3108800,Braúnas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,525,3108800,Braúnas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3108909,Brazópolis - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4171,3108909,Brazópolis - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,318,3108909,Brazópolis - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109006,Brumadinho - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3889,3109006,Brumadinho - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,367,3109006,Brumadinho - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109105,Bueno Brandão - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,54660,3109105,Bueno Brandão - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2032,3109105,Bueno Brandão - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109204,Buenópolis - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6360,3109204,Buenópolis - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,918,3109204,Buenópolis - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109253,Bugre - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1138,3109253,Bugre - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,22,3109253,Bugre - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109303,Buritis - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1169513,3109303,Buritis - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,134575,3109303,Buritis - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109402,Buritizeiro - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,324685,3109402,Buritizeiro - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,30079,3109402,Buritizeiro - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109451,Cabeceira Grande - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,388368,3109451,Cabeceira Grande - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,37606,3109451,Cabeceira Grande - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109501,Cabo Verde - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,23876,3109501,Cabo Verde - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2283,3109501,Cabo Verde - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109600,Cachoeira da Prata - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,148,3109600,Cachoeira da Prata - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,9,3109600,Cachoeira da Prata - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109709,Cachoeira de Minas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,30497,3109709,Cachoeira de Minas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2417,3109709,Cachoeira de Minas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109808,Cachoeira Dourada - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,117715,3109808,Cachoeira Dourada - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,14535,3109808,Cachoeira Dourada - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3109907,Caetanópolis - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,803,3109907,Caetanópolis - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,89,3109907,Caetanópolis - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110004,Caeté - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1763,3110004,Caeté - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,147,3110004,Caeté - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110103,Caiana - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1189,3110103,Caiana - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,268,3110103,Caiana - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110202,Cajuri - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,9190,3110202,Cajuri - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,826,3110202,Cajuri - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110301,Caldas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,49301,3110301,Caldas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,3795,3110301,Caldas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110400,Camacho - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4613,3110400,Camacho - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,539,3110400,Camacho - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110509,Camanducaia - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,29018,3110509,Camanducaia - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,752,3110509,Camanducaia - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110608,Cambuí - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6677,3110608,Cambuí - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,567,3110608,Cambuí - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110707,Cambuquira - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,39324,3110707,Cambuquira - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,3312,3110707,Cambuquira - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110806,Campanário - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,778,3110806,Campanário - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,124,3110806,Campanário - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3110905,Campanha - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,58066,3110905,Campanha - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,4442,3110905,Campanha - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111002,Campestre - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,48934,3111002,Campestre - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,3783,3111002,Campestre - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111101,Campina Verde - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,92990,3111101,Campina Verde - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,10551,3111101,Campina Verde - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111150,Campo Azul - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3197,3111150,Campo Azul - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,614,3111150,Campo Azul - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111200,Campo Belo - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,39007,3111200,Campo Belo - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,3952,3111200,Campo Belo - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111309,Campo do Meio - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,42546,3111309,Campo do Meio - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,4485,3111309,Campo do Meio - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111408,Campo Florido - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,693007,3111408,Campo Florido - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,75566,3111408,Campo Florido - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111507,Campos Altos - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,163171,3111507,Campos Altos - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,9157,3111507,Campos Altos - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111606,Campos Gerais - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,93057,3111606,Campos Gerais - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,8988,3111606,Campos Gerais - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111705,Canaã - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5777,3111705,Canaã - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,803,3111705,Canaã - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111804,Canápolis - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,460205,3111804,Canápolis - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,47400,3111804,Canápolis - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3111903,Cana Verde - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5475,3111903,Cana Verde - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,530,3111903,Cana Verde - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112000,Candeias - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,67239,3112000,Candeias - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,6844,3112000,Candeias - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112059,Cantagalo - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1186,3112059,Cantagalo - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,190,3112059,Cantagalo - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112109,Caparaó - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1095,3112109,Caparaó - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,240,3112109,Caparaó - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112208,Capela Nova - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4178,3112208,Capela Nova - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,563,3112208,Capela Nova - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112307,Capelinha - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,18284,3112307,Capelinha - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2486,3112307,Capelinha - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112406,Capetinga - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,21919,3112406,Capetinga - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2740,3112406,Capetinga - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112505,Capim Branco - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3076,3112505,Capim Branco - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,79,3112505,Capim Branco - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112604,Capinópolis - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,548710,3112604,Capinópolis - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,63424,3112604,Capinópolis - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112653,Capitão Andrade - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,413,3112653,Capitão Andrade - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,77,3112653,Capitão Andrade - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112703,Capitão Enéas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3417,3112703,Capitão Enéas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,608,3112703,Capitão Enéas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112802,Capitólio - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,14270,3112802,Capitólio - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1351,3112802,Capitólio - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3112901,Caputira - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2100,3112901,Caputira - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,451,3112901,Caputira - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113008,Caraí - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3049,3113008,Caraí - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,875,3113008,Caraí - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113107,Caranaíba - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2136,3113107,Caranaíba - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,281,3113107,Caranaíba - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113206,Carandaí - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,120240,3113206,Carandaí - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,9553,3113206,Carandaí - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113305,Carangola - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1818,3113305,Carangola - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,369,3113305,Carangola - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113404,Caratinga - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11741,3113404,Caratinga - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1571,3113404,Caratinga - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113503,Carbonita - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4649,3113503,Carbonita - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,824,3113503,Carbonita - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113602,Careaçu - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,15184,3113602,Careaçu - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1230,3113602,Careaçu - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113701,Carlos Chagas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1367,3113701,Carlos Chagas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,255,3113701,Carlos Chagas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113800,Carmésia - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,630,3113800,Carmésia - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,124,3113800,Carmésia - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3113909,Carmo da Cachoeira - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,36595,3113909,Carmo da Cachoeira - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,3502,3113909,Carmo da Cachoeira - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114006,Carmo da Mata - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,7661,3114006,Carmo da Mata - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,873,3114006,Carmo da Mata - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114105,Carmo de Minas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,24400,3114105,Carmo de Minas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,3102,3114105,Carmo de Minas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114204,Carmo do Cajuru - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5807,3114204,Carmo do Cajuru - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,348,3114204,Carmo do Cajuru - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114303,Carmo do Paranaíba - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,51691,3114303,Carmo do Paranaíba - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,5283,3114303,Carmo do Paranaíba - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114402,Carmo do Rio Claro - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,122825,3114402,Carmo do Rio Claro - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,15420,3114402,Carmo do Rio Claro - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114501,Carmópolis de Minas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,38605,3114501,Carmópolis de Minas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,980,3114501,Carmópolis de Minas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114550,Carneirinho - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,172846,3114550,Carneirinho - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,20107,3114550,Carneirinho - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114600,Carrancas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,131764,3114600,Carrancas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,16267,3114600,Carrancas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114709,Carvalhópolis - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3348,3114709,Carvalhópolis - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,402,3114709,Carvalhópolis - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114808,Carvalhos - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2248,3114808,Carvalhos - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,326,3114808,Carvalhos - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3114907,Casa Grande - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,34819,3114907,Casa Grande - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,4164,3114907,Casa Grande - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115003,Cascalho Rico - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,33646,3115003,Cascalho Rico - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,2810,3115003,Cascalho Rico - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115102,Cássia - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,56117,3115102,Cássia - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,6285,3115102,Cássia - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115201,Conceição da Barra de Minas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,14958,3115201,Conceição da Barra de Minas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1310,3115201,Conceição da Barra de Minas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115300,Cataguases - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,479,3115300,Cataguases - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,67,3115300,Cataguases - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115359,Catas Altas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,716,3115359,Catas Altas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,139,3115359,Catas Altas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115409,Catas Altas da Noruega - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2430,3115409,Catas Altas da Noruega - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,385,3115409,Catas Altas da Noruega - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115458,Catuji - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1619,3115458,Catuji - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,290,3115458,Catuji - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115474,Catuti - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1252,3115474,Catuti - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,554,3115474,Catuti - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115508,Caxambu - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,251,3115508,Caxambu - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,35,3115508,Caxambu - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115607,Cedro do Abaeté - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,918,3115607,Cedro do Abaeté - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,130,3115607,Cedro do Abaeté - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115706,Central de Minas - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,961,3115706,Central de Minas - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,151,3115706,Central de Minas - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115805,Centralina - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,222143,3115805,Centralina - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,26718,3115805,Centralina - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3115904,Chácara - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,78,3115904,Chácara - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,13,3115904,Chácara - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3116001,Chalé - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1910,3116001,Chalé - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,419,3116001,Chalé - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3116100,Chapada do Norte - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1463,3116100,Chapada do Norte - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,502,3116100,Chapada do Norte - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3116159,Chapada Gaúcha - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,198499,3116159,Chapada Gaúcha - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,24725,3116159,Chapada Gaúcha - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3116209,Chiador - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,315,3116209,Chiador - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,41,3116209,Chiador - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3116308,Cipotânea - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5951,3116308,Cipotânea - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,1286,3116308,Cipotânea - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3116407,Claraval - MG,2021,2021,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3969,3116407,Claraval - MG,2021,2021,215,Valor da produção,0,Total
6,Município,1006,Hectares,466,3116407,Claraval - MG,2021,2021,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,3116506,Claro dos Poções - MG,2021,2021,214,Quantidade produzida,0,Total
