NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
6,Município,1006,Hectares,1230,1100148,Nova Brasilândia D'Oeste - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100155,Ouro Preto do Oeste - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3098,1100155,Ouro Preto do Oeste - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,218,1100155,Ouro Preto do Oeste - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100189,Pimenta Bueno - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,16182,1100189,Pimenta Bueno - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1596,1100189,Pimenta Bueno - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100205,Porto Velho - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,478715,1100205,Porto Velho - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,65360,1100205,Porto Velho - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100254,Presidente Médici - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3864,1100254,Presidente Médici - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,552,1100254,Presidente Médici - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100262,Rio Crespo - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,140051,1100262,Rio Crespo - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,37367,1100262,Rio Crespo - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100288,Rolim de Moura - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,27907,1100288,Rolim de Moura - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,4145,1100288,Rolim de Moura - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100296,Santa Luzia D'Oeste - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5913,1100296,Santa Luzia D'Oeste - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1481,1100296,Santa Luzia D'Oeste - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100304,Vilhena - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,382252,1100304,Vilhena - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,102390,1100304,Vilhena - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100320,São Miguel do Guaporé - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,48502,1100320,São Miguel do Guaporé - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,21306,1100320,São Miguel do Guaporé - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100338,Nova Mamoré - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,26875,1100338,Nova Mamoré - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,5007,1100338,Nova Mamoré - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100346,Alvorada D'Oeste - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11658,1100346,Alvorada D'Oeste - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1018,1100346,Alvorada D'Oeste - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100379,Alto Alegre dos Parecis - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,72997,1100379,Alto Alegre dos Parecis - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,19376,1100379,Alto Alegre dos Parecis - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100403,Alto Paraíso - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,93146,1100403,Alto Paraíso - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,20388,1100403,Alto Paraíso - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100452,Buritis - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,9032,1100452,Buritis - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,895,1100452,Buritis - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100502,Novo Horizonte do Oeste - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11737,1100502,Novo Horizonte do Oeste - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,2517,1100502,Novo Horizonte do Oeste - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100601,Cacaulândia - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,8798,1100601,Cacaulândia - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,424,1100601,Cacaulândia - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100700,Campo Novo de Rondônia - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11460,1100700,Campo Novo de Rondônia - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1356,1100700,Campo Novo de Rondônia - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100809,Candeias do Jamari - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,79827,1100809,Candeias do Jamari - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,14357,1100809,Candeias do Jamari - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100908,Castanheiras - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,22512,1100908,Castanheiras - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,4123,1100908,Castanheiras - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100924,Chupinguaia - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,223355,1100924,Chupinguaia - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,53725,1100924,Chupinguaia - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100940,Cujubim - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,117682,1100940,Cujubim - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,28005,1100940,Cujubim - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101005,Governador Jorge Teixeira - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,9969,1101005,Governador Jorge Teixeira - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,663,1101005,Governador Jorge Teixeira - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101104,Itapuã do Oeste - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,18573,1101104,Itapuã do Oeste - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,4666,1101104,Itapuã do Oeste - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101203,Ministro Andreazza - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4421,1101203,Ministro Andreazza - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,982,1101203,Ministro Andreazza - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101302,Mirante da Serra - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,8825,1101302,Mirante da Serra - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,2074,1101302,Mirante da Serra - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101401,Monte Negro - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,9048,1101401,Monte Negro - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,553,1101401,Monte Negro - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101435,Nova União - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,1834,1101435,Nova União - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,399,1101435,Nova União - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101450,Parecis - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,10474,1101450,Parecis - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,2452,1101450,Parecis - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101468,Pimenteiras do Oeste - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,290794,1101468,Pimenteiras do Oeste - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,68869,1101468,Pimenteiras do Oeste - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101476,Primavera de Rondônia - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2913,1101476,Primavera de Rondônia - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,292,1101476,Primavera de Rondônia - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101484,São Felipe D'Oeste - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5423,1101484,São Felipe D'Oeste - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1464,1101484,São Felipe D'Oeste - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101492,São Francisco do Guaporé - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,9670,1101492,São Francisco do Guaporé - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,4189,1101492,São Francisco do Guaporé - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101500,Seringueiras - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,13464,1101500,Seringueiras - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,5286,1101500,Seringueiras - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101559,Teixeirópolis - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2873,1101559,Teixeirópolis - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,145,1101559,Teixeirópolis - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101609,Theobroma - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,19416,1101609,Theobroma - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,2475,1101609,Theobroma - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101708,Urupá - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2137,1101708,Urupá - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,344,1101708,Urupá - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101757,Vale do Anari - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,9994,1101757,Vale do Anari - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1565,1101757,Vale do Anari - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101807,Vale do Paraíso - RO,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,808,1101807,Vale do Paraíso - RO,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,97,1101807,Vale do Paraíso - RO,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200013,Acrelândia - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,8227,1200013,Acrelândia - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1674,1200013,Acrelândia - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200054,Assis Brasil - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5519,1200054,Assis Brasil - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1391,1200054,Assis Brasil - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200104,Brasiléia - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11028,1200104,Brasiléia - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,2915,1200104,Brasiléia - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200138,Bujari - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,11707,1200138,Bujari - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,2405,1200138,Bujari - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200179,Capixaba - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,20677,1200179,Capixaba - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,3656,1200179,Capixaba - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200203,Cruzeiro do Sul - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,23543,1200203,Cruzeiro do Sul - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,4159,1200203,Cruzeiro do Sul - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200252,Epitaciolândia - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,12237,1200252,Epitaciolândia - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,2442,1200252,Epitaciolândia - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200302,Feijó - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,28737,1200302,Feijó - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,5857,1200302,Feijó - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200328,Jordão - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5652,1200328,Jordão - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1111,1200328,Jordão - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200336,Mâncio Lima - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,17484,1200336,Mâncio Lima - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,3240,1200336,Mâncio Lima - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200344,Manoel Urbano - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,4596,1200344,Manoel Urbano - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1219,1200344,Manoel Urbano - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200351,Marechal Thaumaturgo - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,17283,1200351,Marechal Thaumaturgo - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,3563,1200351,Marechal Thaumaturgo - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200385,Plácido de Castro - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,21151,1200385,Plácido de Castro - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,4489,1200385,Plácido de Castro - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200393,Porto Walter - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,6109,1200393,Porto Walter - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1272,1200393,Porto Walter - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200401,Rio Branco - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,28489,1200401,Rio Branco - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,5569,1200401,Rio Branco - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200427,Rodrigues Alves - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,17178,1200427,Rodrigues Alves - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,3344,1200427,Rodrigues Alves - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200435,Santa Rosa do Purus - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3621,1200435,Santa Rosa do Purus - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,728,1200435,Santa Rosa do Purus - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200450,Senador Guiomard - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,20932,1200450,Senador Guiomard - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,3508,1200450,Senador Guiomard - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200500,Sena Madureira - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,20478,1200500,Sena Madureira - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,4765,1200500,Sena Madureira - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200609,Tarauacá - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,30629,1200609,Tarauacá - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,5860,1200609,Tarauacá - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200708,Xapuri - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,12057,1200708,Xapuri - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,3243,1200708,Xapuri - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1200807,Porto Acre - AC,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,16776,1200807,Porto Acre - AC,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,3065,1200807,Porto Acre - AC,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300029,Alvarães - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,54478,1300029,Alvarães - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,5253,1300029,Alvarães - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300060,Amaturá - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5638,1300060,Amaturá - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,290,1300060,Amaturá - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300086,Anamã - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2988,1300086,Anamã - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,400,1300086,Anamã - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300102,Anori - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,3270,1300102,Anori - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,490,1300102,Anori - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300144,Apuí - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,10813,1300144,Apuí - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1299,1300144,Apuí - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300201,Atalaia do Norte - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,7010,1300201,Atalaia do Norte - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,355,1300201,Atalaia do Norte - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300300,Autazes - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,55021,1300300,Autazes - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,5077,1300300,Autazes - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300409,Barcelos - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,823,1300409,Barcelos - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,54,1300409,Barcelos - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300508,Barreirinha - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,2433,1300508,Barreirinha - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,183,1300508,Barreirinha - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300607,Benjamin Constant - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5000,1300607,Benjamin Constant - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,253,1300607,Benjamin Constant - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300631,Beruri - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,448,1300631,Beruri - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,75,1300631,Beruri - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300680,Boa Vista do Ramos - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5698,1300680,Boa Vista do Ramos - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,497,1300680,Boa Vista do Ramos - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300706,Boca do Acre - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,5846,1300706,Boca do Acre - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1024,1300706,Boca do Acre - AM,2020,2020,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1300805,Borba - AM,2020,2020,214,Quantidade produzida,0,Total
6,Município,40,Mil Reais,13878,1300805,Borba - AM,2020,2020,215,Valor da produção,0,Total
6,Município,1006,Hectares,1326,1300805,Borba - AM,2020,2020,216,Área colhida,0,Total
